,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,github_release_downloads,trending,docs_url,updated_github_id
0,transformers,huggingface/transformers,transformers,[],transformer,https://github.com/huggingface/transformers,https://github.com/huggingface/transformers,Apache-2.0,2018-10-29 13:56:00,2024-02-01 18:02:17,2024-02-01 17:16:16,15038,637.0,22759.0,1074.0,14559.0,745.0,13159.0,119578,2024-01-29 16:11:49,4.37.2,100.0,"Transformers: State-of-the-art Machine Learning for Pytorch, TensorFlow, and JAX.",134391.0,134391.0,2388.0,https://pypi.org/project/transformers,20239940.0,20239940.0,50,True,1,,,,
1,fastapi,tiangolo/fastapi,fastapi,[],microservice-frameworks,https://github.com/tiangolo/fastapi,https://github.com/tiangolo/fastapi,MIT,2018-12-08 08:21:47,2024-02-01 16:21:39,2024-02-01 08:57:17,3733,423.0,5512.0,653.0,3053.0,37.0,3347.0,67581,2024-01-11 15:35:50,0.109.0,100.0,"FastAPI framework, high performance, easy to learn, fast to code, ready for production.",300942.0,300942.0,583.0,https://pypi.org/project/fastapi,34362867.0,34362867.0,47,True,1,,,,
2,SpaCy,explosion/spaCy,spacy,[],nlp,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40,2024-02-01 13:53:49,2024-01-30 12:58:28,16110,43.0,4165.0,556.0,3954.0,81.0,5463.0,28139,2023-10-16 16:11:22,3.7.2,100.0,Industrial-strength Natural Language Processing (NLP) in Python.,79330.0,79330.0,748.0,https://pypi.org/project/spacy,5952422.0,5952422.0,45,True,1,,,,
3,ray,ray-project/ray,ray,[],distributed-application,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30,2024-02-01 17:57:13,2024-02-01 17:33:53,20556,826.0,4926.0,466.0,26096.0,3112.0,13416.0,29699,2024-01-19 00:28:32,ray-2.9.1,77.0,Ray is a unified framework for scaling AI and Python applications. Ray consists of a core distributed runtime and a..,13468.0,13468.0,968.0,https://pypi.org/project/ray,2920328.0,2920330.0,43,True,1,204.0,,,
4,prefect,PrefectHQ/prefect,prefect,[],data-workflows,https://github.com/PrefectHQ/prefect,https://github.com/PrefectHQ/prefect,Apache-2.0,2018-06-29 21:59:26,2024-02-01 16:28:39,2024-02-01 16:16:11,15692,401.0,1386.0,158.0,6769.0,636.0,3821.0,13940,2024-01-30 16:57:20,2.14.18,100.0,"Prefect is a workflow orchestration tool empowering developers to build, observe, and react to data pipelines.",4353.0,4353.0,225.0,https://pypi.org/project/prefect,676661.0,676661.0,43,True,1,,,,
5,jina,jina-ai/jina,jina,[],ai-service-deployment-framework,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44,2024-02-01 06:53:56,2024-01-10 17:54:15,8511,22.0,2149.0,207.0,4156.0,12.0,1911.0,19638,2023-12-14 15:31:33,3.23.2,100.0,Build multimodal AI applications with cloud-native stack.,1525.0,1525.0,176.0,https://pypi.org/project/jina,131201.0,131201.0,39,True,1,,,,
6,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],databases-sql,https://github.com/tiangolo/sqlmodel,https://github.com/tiangolo/sqlmodel,MIT,2021-08-24 14:26:53,2024-01-29 15:08:04,2024-01-09 06:52:30,369,42.0,505.0,152.0,321.0,173.0,153.0,12150,2023-12-04 14:53:29,0.0.14,13.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",9446.0,9446.0,71.0,https://pypi.org/project/sqlmodel,621415.0,621415.0,36,True,1,,-1.0,,
7,litestar,litestar-org/litestar,litestar,[],microservice-frameworks,https://github.com/litestar-org/litestar,https://github.com/litestar-org/litestar,MIT,2021-12-06 19:43:06,2024-02-01 17:54:53,2024-02-01 17:52:59,2567,239.0,296.0,33.0,2001.0,115.0,767.0,3878,2024-01-31 15:01:04,2.5.4,100.0,"Production-ready, Light, Flexible and Extensible ASGI API framework | Effortlessly Build Performant APIs.",358.0,358.0,173.0,https://pypi.org/project/litestar,28035.0,28035.0,34,True,3,,,,
8,datamodel-code-generator,koxudaxi/datamodel-code-generator,datamodel-code-generator,[],code-generator,https://github.com/koxudaxi/datamodel-code-generator,https://github.com/koxudaxi/datamodel-code-generator,MIT,2019-05-29 08:01:32,2024-02-01 16:50:55,2024-02-01 16:50:30,1046,100.0,236.0,23.0,1334.0,119.0,336.0,2097,2023-12-21 18:11:18,0.25.2,100.0,"Pydantic model and dataclasses.dataclass generator for easy conversion of JSON, OpenAPI, JSON Schema, and YAML data..",1066.0,1066.0,107.0,https://pypi.org/project/datamodel-code-generator,648989.0,648989.0,34,True,1,,,,
9,django-ninja,vitalik/django-ninja,django-ninja,[],http-server-integrations,https://github.com/vitalik/django-ninja,https://github.com/vitalik/django-ninja,MIT,2020-05-19 08:48:53,2024-02-01 08:09:32,2024-01-18 09:27:32,1077,112.0,343.0,75.0,289.0,231.0,454.0,5789,2023-12-07 22:13:04,1.1.0,39.0,"Fast, Async-ready, Openapi, type hints based framework for building APIs.",2005.0,2005.0,127.0,https://pypi.org/project/django-ninja,238762.0,238762.0,33,True,1,,,,
10,ZenML,zenml-io/zenml,zenml,[],ai-service-deployment-framework,https://github.com/zenml-io/zenml,https://github.com/zenml-io/zenml,Apache-2.0,2020-11-19 09:25:46,2024-02-01 17:41:54,2024-01-26 08:29:59,6252,247.0,372.0,40.0,2117.0,33.0,213.0,3473,2024-01-26 09:18:08,0.55.1,100.0,"ZenML : Build portable, production-ready MLOps pipelines. https://zenml.io.",359.0,359.0,89.0,https://pypi.org/project/zenml,22219.0,22219.0,33,True,3,1.0,,,
11,pandera,unionai-oss/pandera,pandera,[],data-testing,https://github.com/unionai-oss/pandera,https://github.com/unionai-oss/pandera,MIT,2018-11-01 02:18:34,2024-02-01 08:26:55,2024-01-25 18:30:50,627,20.0,238.0,21.0,617.0,297.0,422.0,2814,2023-12-08 21:11:15,0.18.0,78.0,"A light-weight, flexible, and expressive statistical data testing library.",1311.0,1311.0,112.0,https://pypi.org/project/pandera,1338583.0,1338583.0,33,True,1,,,https://pandera.readthedocs.io/en/stable/pydantic_integration.html,
