,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,updated_github_id,github_release_downloads,trending,docs_url
14,ormar,collerek/ormar,ormar,[],databases-sql,https://github.com/collerek/ormar,https://github.com/collerek/ormar,MIT,2020-08-02 06:34:03,2024-08-22 02:53:31,2024-08-02 07:38:52,1398,35.0,83.0,15.0,875.0,70.0,192.0,1649,2024-06-09 16:24:10,0.20.1,79.0,python async orm with fastapi in mind and pydantic validation.,1035.0,1035.0,38.0,https://pypi.org/project/ormar,22545.0,22545.0,30,True,2,,,,
15,aws-lambda-powertools-python,awslabs/aws-lambda-powertools-python,aws-lambda-powertools-python,[],aws,https://github.com/aws-powertools/powertools-lambda-python,https://github.com/aws-powertools/powertools-lambda-python,MIT-0,2019-11-15 12:26:12,2024-09-06 10:03:52,2024-09-06 08:03:30,4243,454.0,385.0,51.0,3813.0,77.0,1035.0,2800,2024-08-13 14:00:23,2.43.1,100.0,A developer toolkit to implement Serverless best practices and increase developer velocity.,2619.0,2619.0,164.0,https://pypi.org/project/aws-lambda-powertools-python,,2.0,29,False,1,aws-powertools/powertools-lambda-python,86.0,,
16,piccolo,piccolo-orm/piccolo,piccolo,[],databases-sql,https://github.com/piccolo-orm/piccolo,https://github.com/piccolo-orm/piccolo,MIT,2018-10-27 20:53:26,2024-08-20 17:47:44,2024-08-20 17:46:26,1821,41.0,88.0,15.0,495.0,111.0,288.0,1381,2024-08-20 17:47:44,1.17.0,100.0,"A fast, user friendly ORM and query builder which supports asyncio.",392.0,392.0,44.0,https://pypi.org/project/piccolo,28063.0,28063.0,29,True,3,,,,
17,strawberry,strawberry-graphql/strawberry,strawberry,[],graphql-server-integrations,https://github.com/strawberry-graphql/strawberry,https://github.com/strawberry-graphql/strawberry,MIT,2018-12-21 08:56:55,2024-09-04 11:48:01,2024-09-04 11:47:58,3229,58.0,508.0,39.0,2502.0,395.0,606.0,3920,2024-09-03 10:24:04,0.239.2,100.0,A GraphQL library for Python that leverages type annotations.,,,259.0,https://pypi.org/project/strawberry,499.0,531.0,27,True,1,,422.0,,https://strawberry.rocks/docs/integrations/pydantic#pydantic-support
18,elementary,elementary-data/elementary,elementary,[],data-observability,https://github.com/elementary-data/elementary,https://github.com/elementary-data/elementary,Apache-2.0,2021-08-30 08:45:23,2024-09-05 14:51:08,2024-09-05 12:30:03,4985,114.0,157.0,10.0,1127.0,181.0,380.0,1872,2024-08-07 09:53:18,0.16.1,91.0,The dbt-native data observability solution for data & analytics engineers. Monitor your data pipelines in minutes...,78.0,78.0,77.0,https://pypi.org/project/elementary,,,26,True,1,,,,
19,OneFuzz,microsoft/onefuzz,onefuzz,[],security-testing,https://github.com/microsoft/onefuzz,https://github.com/microsoft/onefuzz,MIT,2020-07-27 22:23:30,2023-11-01 09:22:49,2023-10-31 21:19:19,2167,,197.0,90.0,2666.0,192.0,736.0,2818,2023-10-09 20:37:49,8.9.0,100.0,A self-hosted Fuzzing-As-A-Service platform.,14.0,14.0,33.0,https://pypi.org/project/onefuzz,1088.0,1490.0,25,True,1,,18911.0,,
20,Robusta,robusta-dev/robusta,robusta,[],monitoring,https://github.com/robusta-dev/robusta,https://github.com/robusta-dev/robusta,MIT,2021-06-20 08:45:36,2024-09-06 05:06:17,2024-09-06 05:06:15,1834,68.0,244.0,31.0,1252.0,113.0,176.0,2547,2024-09-02 20:45:55,0.17.0,100.0,"Kubernetes observability and automation, with an awesome Prometheus integration.",,,83.0,https://pypi.org/project/robusta,46.0,46.0,25,True,1,,,,
21,odmantic,art049/odmantic,odmantic,[],databases-document,https://github.com/art049/odmantic,https://github.com/art049/odmantic,ISC,2020-05-01 13:59:45,2024-07-10 15:21:14,2024-04-26 23:27:23,559,,89.0,19.0,305.0,76.0,88.0,1043,2024-04-26 23:28:12,1.0.2,21.0,Sync and Async ODM (Object Document Mapper) for MongoDB based on python type hints.,3358.0,3358.0,19.0,https://pypi.org/project/odmantic,28366.0,28366.0,25,True,3,,,,
22,geojson-pydantic,developmentseed/geojson-pydantic,geojson-pydantic,[],geojson,https://github.com/developmentseed/geojson-pydantic,https://github.com/developmentseed/geojson-pydantic,MIT,2020-05-21 22:29:07,2024-08-29 16:30:23,2024-08-29 16:29:56,301,4.0,34.0,14.0,82.0,4.0,64.0,220,,,,Pydantic data models for the GeoJSON spec.,411.0,411.0,23.0,https://pypi.org/project/geojson-pydantic,227529.0,227529.0,23,True,1,,,,
23,pydantic-xml,dapper91/pydantic-xml,pydantic-xml,[],xml,https://github.com/dapper91/pydantic-xml,https://github.com/dapper91/pydantic-xml,Unlicense,2022-04-26 19:28:39,2024-08-26 17:30:46,2024-08-26 17:29:58,296,9.0,16.0,5.0,122.0,9.0,78.0,149,2024-08-26 17:31:36,2.12.1,39.0,python xml for humans.,129.0,129.0,9.0,https://pypi.org/project/pydantic-xml,120646.0,120646.0,23,True,1,,,,
24,Opyrator,ml-tooling/opyrator,opyrator,[],ai-service-deployment-framework,https://github.com/ml-tooling/opyrator,https://github.com/ml-tooling/opyrator,MIT,2021-04-06 08:09:06,2024-09-02 02:30:42,2021-05-06 12:10:38,127,,155.0,48.0,70.0,1.0,30.0,3055,2021-05-01 13:59:02,0.0.11,2.0,"Turns your machine learning code into microservices with web API, interactive GUI, and more.",53.0,53.0,4.0,https://pypi.org/project/opyrator,467.0,467.0,22,True,3,,,,
25,flask-pydantic,bauerji/flask-pydantic,flask-pydantic,[],http-server-integrations,https://github.com/bauerji/flask-pydantic,https://github.com/bauerji/flask-pydantic,MIT,2020-01-06 17:45:59,2024-07-13 18:22:20,2024-07-13 09:24:11,164,2.0,54.0,7.0,47.0,22.0,26.0,352,,,,flask extension for integration with the awesome pydantic package.,651.0,651.0,15.0,https://pypi.org/project/flask-pydantic,148400.0,148400.0,21,True,2,,,,
26,djantic,jordaneremieff/djantic,djantic,[],http-server-integrations,https://github.com/jordaneremieff/djantic,https://github.com/jordaneremieff/djantic,MIT,2020-08-02 12:06:11,2024-03-15 10:03:00,2023-02-13 12:15:42,120,,34.0,7.0,38.0,13.0,28.0,457,2022-04-14 10:14:45,0.7.0,15.0,Pydantic model support for Django.,76.0,76.0,4.0,https://pypi.org/project/djantic,10418.0,10418.0,20,True,2,,,,
27,redisOM,redis/redis-om-python,redis-om-python,[],databases-key-value,https://github.com/redis/redis-om-python,https://github.com/redis/redis-om-python,MIT,2021-08-31 01:10:13,2024-09-02 03:47:30,2024-08-06 20:02:47,574,11.0,103.0,28.0,409.0,102.0,139.0,1093,2024-08-06 20:04:44,0.3.2,21.0,"Object mapping, and more, for Redis and Python.",,,29.0,https://pypi.org/project/redis-om-python,,,19,True,1,,,-5.0,
28,pyngo,yezz123/pyngo,pyngo,[],http-server-integrations,https://github.com/yezz123/pyngo,https://github.com/yezz123/pyngo,MIT,2021-11-25 00:14:05,2024-09-02 23:16:49,2024-08-26 11:53:03,213,25.0,8.0,3.0,166.0,1.0,3.0,81,2024-08-07 10:48:59,2.2.0,12.0,Pydantic model support for Django & Django-Rest-Framework.,14.0,14.0,8.0,https://pypi.org/project/pyngo,4751.0,4751.0,19,True,3,,,,
29,pydantic-factories,starlite-api/pydantic-factories,pydantic-factories,[],data-generation,https://github.com/litestar-org/pydantic-factories,https://github.com/litestar-org/pydantic-factories,MIT,2023-03-25 12:51:12,2023-04-03 15:10:03,2023-04-03 15:09:07,309,,,3.0,,,,13,2023-04-03 15:10:03,1.17.3,1.0,Simple and powerful mock data generation using pydantic or dataclasses.,496.0,496.0,28.0,https://pypi.org/project/pydantic-factories,112121.0,112121.0,18,True,1,litestar-org/pydantic-factories,,,
30,pydbantic,codemation/pydbantic,pydbantic,[],databases-sql,https://github.com/codemation/pydbantic,https://github.com/codemation/pydbantic,Apache-2.0,2021-09-01 18:02:26,2023-10-03 08:00:16,2023-10-03 07:59:56,165,,15.0,5.0,42.0,6.0,19.0,224,2023-10-03 08:00:16,0.0.47,36.0,"A single model for shaping, creating, accessing, storing data within a Database.",21.0,21.0,9.0,https://pypi.org/project/pydbantic,1861.0,1861.0,17,True,3,,,,
31,graphene-pydantic,graphql-python/graphene-pydantic,graphene-pydantic,[],graphql-server-integrations,https://github.com/graphql-python/graphene-pydantic,https://github.com/graphql-python/graphene-pydantic,,2019-06-20 00:49:40,2024-06-11 17:42:15,2024-02-03 15:46:48,270,,43.0,8.0,62.0,11.0,33.0,224,2022-01-25 16:40:44,0.2.0,5.0,Integrate GraphQL with your Pydantic models.,,,23.0,https://pypi.org/project/graphene-pydantic,20364.0,20364.0,17,True,3,,,,
32,patito,kolonialno/patito,patito,[],data-structures,https://github.com/kolonialno/patito,https://github.com/kolonialno/patito,MIT,2022-04-21 08:54:31,2023-07-29 13:51:20,2023-07-29 13:51:20,95,,4.0,33.0,38.0,25.0,4.0,198,2022-12-02 17:38:25,0.4.4,20.0,A data modelling layer built on top of polars and pydantic.,,,2.0,https://pypi.org/project/patito,13247.0,13247.0,15,True,1,,,-2.0,
33,pythogen,artsmolin/pythogen,pythogen,[],http-client-generators,https://github.com/artsmolin/pythogen,https://github.com/artsmolin/pythogen,MIT,2022-05-23 07:49:27,2024-07-29 15:48:03,2024-07-29 15:44:38,415,1.0,5.0,4.0,54.0,4.0,24.0,64,2024-07-29 15:48:03,0.2.41,90.0,Awesome python HTTP-clients from OpenAPI.,1.0,1.0,13.0,https://pypi.org/project/pythogen,841.0,841.0,15,True,1,,,,
34,pydantic-aioredis,andrewthetechie/pydantic-aioredis,pydantic-aioredis,[],databases-key-value,https://github.com/andrewthetechie/pydantic-aioredis,https://github.com/andrewthetechie/pydantic-aioredis,,2021-08-06 19:12:00,2024-09-05 19:14:21,2024-05-29 19:45:27,780,,4.0,2.0,923.0,2.0,25.0,53,2024-05-08 00:26:43,1.4.0,29.0,A Declarative ORM for Redis using Pydantic Models and aioredis.,7.0,7.0,6.0,https://pypi.org/project/pydantic-aioredis,539.0,539.0,14,True,3,,,-2.0,
35,pydantic-spark,godatadriven/pydantic-spark,pydantic-spark,[],data-structures,https://github.com/godatadriven/pydantic-spark,https://github.com/godatadriven/pydantic-spark,MIT,2022-02-03 10:43:26,2024-03-04 14:43:25,2023-11-24 15:12:46,33,,8.0,3.0,41.0,1.0,2.0,24,2023-11-24 15:13:57,1.0.1,3.0,,9.0,9.0,6.0,https://pypi.org/project/pydantic-spark,76875.0,76875.0,14,False,3,,,,
36,aiohttp-pydantic,Maillol/aiohttp-pydantic,aiohttp-pydantic,[],http-server-integrations,https://github.com/Maillol/aiohttp-pydantic,https://github.com/Maillol/aiohttp-pydantic,MIT,2020-10-04 10:32:00,2024-09-01 17:13:00,2024-09-01 11:17:32,117,13.0,20.0,2.0,38.0,4.0,23.0,63,,,,Aiohttp View that validates request body and query sting regarding the annotations declared in the View method.,,,14.0,https://pypi.org/project/aiohttp-pydantic,7206.0,7206.0,13,True,3,,,2.0,
37,mongox,aminalaee/mongox,mongox,[],databases-document,https://github.com/aminalaee/mongox,https://github.com/aminalaee/mongox,MIT,2021-11-12 09:49:07,2023-03-01 09:00:21,2022-11-09 08:50:55,61,,7.0,6.0,84.0,4.0,13.0,122,2022-11-09 08:51:02,0.1.2,6.0,Familiar async Python MongoDB ODM.,6.0,6.0,8.0,https://pypi.org/project/mongox,84.0,84.0,12,True,3,,,,
38,pydantic-numpy,cheind/pydantic-numpy,pydantic-numpy,[],data-structures,https://github.com/cheind/pydantic-numpy,https://github.com/cheind/pydantic-numpy,MIT,2022-03-25 04:15:58,2022-12-09 11:37:55,2022-12-09 11:37:52,55,,3.0,3.0,7.0,3.0,3.0,56,,,,Seamlessly integrate numpy arrays into pydantic models.,,,5.0,https://pypi.org/project/pydantic-numpy,29312.0,29312.0,12,True,3,,,,
39,xsdata-pydantic,tefra/xsdata-pydantic,xsdata-pydantic,[],xml,https://github.com/tefra/xsdata-pydantic,https://github.com/tefra/xsdata-pydantic,MIT,2021-11-04 11:15:58,2024-06-24 05:31:40,2024-06-24 05:31:40,31,1.0,8.0,3.0,16.0,3.0,12.0,45,2024-05-08 17:44:08,24.5,2.0,Naive XML & JSON Bindings for python pydantic classes!.,,,2.0,https://pypi.org/project/xsdata-pydantic,4847.0,4847.0,11,True,3,,,-2.0,
40,pydantic-geojson,gb-libs/pydantic-geojson,pydantic-geojson,[],geojson,https://github.com/gb-libs/pydantic-geojson,https://github.com/gb-libs/pydantic-geojson,MIT,2022-01-18 09:59:26,2024-05-13 07:30:55,2024-01-22 06:54:27,59,,6.0,1.0,20.0,3.0,7.0,25,,,,Pydantic validation for GeoJson.,,,6.0,https://pypi.org/project/pydantic-geojson,26891.0,26891.0,11,True,3,,,,
41,pydantic_schemaorg,lexiq-legal/pydantic_schemaorg,pydantic_schemaorg,[],schemas,https://github.com/lexiq-legal/pydantic_schemaorg,https://github.com/lexiq-legal/pydantic_schemaorg,MIT,2021-11-29 14:51:59,2022-12-12 20:58:08,2022-02-18 19:47:31,62,,8.0,1.0,2.0,7.0,4.0,56,2022-02-18 19:48:32,1.0.6a2,14.0,Schema.org classes in pydantic.,,,,https://pypi.org/project/pydantic_schemaorg,474.0,474.0,10,True,1,,,,
42,nebula-carina,nebula-contrib/nebula-carina,nebula-carina,[],databases-graph,https://github.com/nebula-contrib/nebula-carina,https://github.com/nebula-contrib/nebula-carina,MIT,2022-06-03 14:45:40,2023-12-25 08:10:29,2023-12-25 08:10:29,134,,7.0,7.0,9.0,8.0,7.0,37,2023-02-20 14:39:56,release-0.3.1,6.0,A pydantic based python ORM framework for graph database NebulaGraph 3.,1.0,1.0,6.0,https://pypi.org/project/nebula-carina,46.0,46.0,10,True,1,,,,
43,neontology,ontolocy/neontology,neontology,[],databases-graph,https://github.com/ontolocy/neontology,https://github.com/ontolocy/neontology,MIT,2022-08-09 14:03:49,2024-08-16 09:45:06,2024-04-28 10:10:18,57,,7.0,3.0,29.0,,1.0,34,,,,"Easily ingest data into a Neo4j graph database with Python, pandas and Pydantic.",,,2.0,https://pypi.org/project/neontology,2255.0,2255.0,10,True,1,,,,
44,pydantic-ssm-settings,developmentseed/pydantic-ssm-settings,pydantic-ssm-settings,[],aws,https://github.com/developmentseed/pydantic-ssm-settings,https://github.com/developmentseed/pydantic-ssm-settings,MIT,2021-09-07 20:49:37,2023-12-29 12:15:20,2022-09-26 16:40:54,42,,5.0,3.0,13.0,,2.0,19,2022-09-26 16:39:42,0.2.4,5.0,Replace Pydantics builtin Secret Support with a configuration provider that loads parameters from AWS Systems Manager..,1.0,1.0,4.0,https://pypi.org/project/pydantic-ssm-settings,681.0,682.0,10,True,2,,34.0,,
45,sanic-pydantic,nf1s/sanic-pydantic,sanic-pydantic,[],http-server-integrations,https://github.com/nf1s/sanic-pydantic,https://github.com/nf1s/sanic-pydantic,MIT,2020-04-03 08:24:55,2023-02-11 01:45:39,2022-05-12 19:27:29,87,,3.0,,21.0,,5.0,7,2021-10-14 08:22:48,1.2.1,3.0,A library for parsing and validating http requests for sanic web-framework using pydantic library.,,,3.0,https://pypi.org/project/sanic-pydantic,126.0,126.0,10,True,3,,,,
46,arangodantic,ioxiocom/arangodantic,arangodantic,[],databases-graph,https://github.com/ioxiocom/arangodantic,https://github.com/ioxiocom/arangodantic,BSD-3-Clause,2020-09-29 08:45:54,2024-04-12 08:02:06,2022-08-19 13:21:50,22,,7.0,7.0,18.0,2.0,,13,2022-08-05 10:56:33,0.3.1,3.0,,2.0,2.0,3.0,https://pypi.org/project/arangodantic,83.0,83.0,9,False,3,,,,
47,jsonapi-pydantic,impocode/jsonapi-pydantic,jsonapi-pydantic,[],jsonapi,https://github.com/impocode/jsonapi-pydantic,https://github.com/impocode/jsonapi-pydantic,MIT,2022-07-22 14:48:18,2024-06-23 12:08:37,2024-06-23 12:08:30,32,5.0,1.0,2.0,2.0,,2.0,6,2024-06-14 07:55:24,0.2.5,11.0,jsonapi-pydantic provides a suite of Pydantic models matching the JSON:API specification.,2.0,2.0,,https://pypi.org/project/jsonapi-pydantic,1027.0,1028.0,9,True,1,,37.0,,
48,pydantic-sqs,andrewthetechie/pydantic-sqs,pydantic-sqs,[],aws,https://github.com/andrewthetechie/pydantic-sqs,https://github.com/andrewthetechie/pydantic-sqs,,2022-10-31 23:59:40,2024-09-03 22:56:58,2024-03-17 22:24:29,271,,,3.0,336.0,3.0,,3,2023-02-19 17:12:21,0.2.0,2.0,Send and receive Pydantic models with AWS SQS.,1.0,1.0,2.0,https://pypi.org/project/pydantic-sqs,37.0,37.0,8,True,2,,,,
49,pydantic-kms-secrets,nplutt/pydantic-kms-secrets,pydantic-kms-secrets,[],aws,https://github.com/nplutt/pydantic-kms-secrets,https://github.com/nplutt/pydantic-kms-secrets,MIT,2020-07-18 03:41:21,2020-08-16 17:36:45,2020-08-16 17:34:46,15,,1.0,1.0,2.0,,,2,2020-08-16 17:36:45,0.3.0,4.0,Utility to decrypt and encrypt secrets using AWS KMS keys that also integrates with pydantic models which allows for..,,,,https://pypi.org/project/pydantic-kms-secrets,1523.0,1523.0,8,True,2,,,,
50,lambdantic,koxudaxi/lambdantic,lambdantic,[],aws,https://github.com/koxudaxi/lambdantic,https://github.com/koxudaxi/lambdantic,MIT,2019-09-08 13:35:27,2020-04-20 16:29:21,2020-04-20 16:27:49,20,,1.0,4.0,7.0,,,16,2020-04-20 16:29:21,0.0.4,4.0,Pydantic model and lambda event handler for AWS Lambda.,,,2.0,https://pypi.org/project/lambdantic,59.0,59.0,7,True,3,,,,
51,aws-appconfig-pydantic,Validus-Risk-Management/aws-appconfig-pydantic,aws-appconfig-pydantic,[],aws,https://github.com/Validus-Risk-Management/aws-appconfig-pydantic,https://github.com/Validus-Risk-Management/aws-appconfig-pydantic,Apache-2.0,2021-09-23 14:21:07,2023-07-24 09:52:27,2023-07-24 09:52:25,28,,2.0,3.0,6.0,,,5,,,,AWS AppConfig + Pydantic.,,,4.0,https://pypi.org/project/aws-appconfig-pydantic,,,6,True,3,,,,
