,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,trending,github_release_downloads,docs_url,updated_github_id
11,ZenML,zenml-io/zenml,zenml,[],ai-service-deployment-framework,https://github.com/zenml-io/zenml,https://github.com/zenml-io/zenml,Apache-2.0,2020-11-19 09:25:46,2023-12-28 17:03:36,2023-12-22 14:18:02,6131,218.0,345.0,41.0,1970.0,11.0,205.0,3368,2023-12-21 17:06:55,0.53.1,94.0,"ZenML : Build portable, production-ready MLOps pipelines. https://zenml.io.",304.0,304.0,81.0,https://pypi.org/project/zenml,13802.0,13802.0,33,True,3,,1.0,,
12,strawberry,strawberry-graphql/strawberry,strawberry,[],graphql-server-integrations,https://github.com/strawberry-graphql/strawberry,https://github.com/strawberry-graphql/strawberry,MIT,2018-12-21 08:56:55,2023-12-28 13:13:58,2023-12-19 14:44:18,3023,67.0,468.0,45.0,2337.0,358.0,517.0,3582,2023-12-18 17:51:46,0.217.0,100.0,A GraphQL library for Python that leverages type annotations.,2568.0,2568.0,236.0,https://pypi.org/project/strawberry,493.0,567.0,32,True,1,,449.0,https://strawberry.rocks/docs/integrations/pydantic#pydantic-support,
13,pandera,unionai-oss/pandera,pandera,[],data-testing,https://github.com/unionai-oss/pandera,https://github.com/unionai-oss/pandera,MIT,2018-11-01 02:18:34,2023-12-22 15:14:13,2023-12-15 22:15:59,625,31.0,234.0,18.0,607.0,283.0,421.0,2746,2023-12-08 21:11:15,0.18.0,78.0,"A light-weight, flexible, and expressive statistical data testing library.",1238.0,1238.0,111.0,https://pypi.org/project/pandera,1187411.0,1187411.0,32,True,1,,,https://pandera.readthedocs.io/en/stable/pydantic_integration.html,
14,beanie,roman-right/beanie,beanie,[],databases-document,https://github.com/roman-right/beanie,https://github.com/roman-right/beanie,Apache-2.0,2021-02-23 20:11:23,2023-12-26 15:21:52,2023-12-24 23:31:02,458,36.0,171.0,18.0,302.0,49.0,287.0,1603,2023-12-24 23:33:10,1.24.0,100.0,Asynchronous Python ODM for MongoDB.,1807.0,1807.0,69.0,https://pypi.org/project/beanie,142525.0,142525.0,31,True,1,,,,
15,OneFuzz,microsoft/onefuzz,onefuzz,[],security-testing,https://github.com/microsoft/onefuzz,https://github.com/microsoft/onefuzz,MIT,2020-07-27 22:23:30,2023-11-01 09:22:49,2023-10-31 21:19:19,2167,73.0,193.0,91.0,2666.0,192.0,736.0,2790,2023-10-09 20:37:49,8.9.0,100.0,A self-hosted Fuzzing-As-A-Service platform.,12.0,12.0,33.0,https://pypi.org/project/onefuzz,818.0,1278.0,29,True,1,,17491.0,,
16,ormar,collerek/ormar,ormar,[],databases-sql,https://github.com/collerek/ormar,https://github.com/collerek/ormar,MIT,2020-08-02 06:34:03,2023-12-25 02:23:07,2023-12-13 03:00:33,1303,16.0,76.0,17.0,744.0,69.0,176.0,1492,2023-06-18 17:05:55,0.12.2,77.0,python async orm with fastapi in mind and pydantic validation.,945.0,945.0,35.0,https://pypi.org/project/ormar,37108.0,37108.0,29,True,2,,,,
17,piccolo,piccolo-orm/piccolo,piccolo,[],databases-sql,https://github.com/piccolo-orm/piccolo,https://github.com/piccolo-orm/piccolo,MIT,2018-10-27 20:53:26,2023-12-23 19:23:54,2023-12-23 12:37:26,1733,16.0,78.0,15.0,426.0,90.0,243.0,1193,2023-12-23 12:41:29,1.2.0,100.0,"A fast, user friendly ORM and query builder which supports asyncio.",311.0,311.0,42.0,https://pypi.org/project/piccolo,13534.0,13534.0,29,True,2,,,,
18,aws-lambda-powertools-python,awslabs/aws-lambda-powertools-python,aws-lambda-powertools-python,[],aws,https://github.com/aws-powertools/powertools-lambda-python,https://github.com/aws-powertools/powertools-lambda-python,MIT-0,2019-11-15 12:26:12,2023-12-28 09:26:38,2023-12-28 09:25:30,3149,283.0,324.0,56.0,2538.0,73.0,772.0,2464,2023-12-18 14:47:27,2.30.2,100.0,A developer toolkit to implement Serverless best practices and increase developer velocity.,1975.0,1975.0,137.0,https://pypi.org/project/aws-lambda-powertools-python,,0.0,28,False,1,,35.0,,aws-powertools/powertools-lambda-python
19,Robusta,robusta-dev/robusta,robusta,[],monitoring,https://github.com/robusta-dev/robusta,https://github.com/robusta-dev/robusta,MIT,2021-06-20 08:45:36,2023-12-28 15:59:49,2023-12-28 15:59:49,1591,100.0,215.0,30.0,983.0,117.0,126.0,2285,2023-12-27 18:01:09,0.10.27,100.0,"Kubernetes observability and automation, with an awesome Prometheus integration.",220.0,220.0,69.0,https://pypi.org/project/robusta,30.0,30.0,28,True,1,,,,
20,odmantic,art049/odmantic,odmantic,[],databases-document,https://github.com/art049/odmantic,https://github.com/art049/odmantic,ISC,2020-05-01 13:59:45,2023-12-25 04:54:46,2023-12-13 01:11:40,534,56.0,81.0,21.0,234.0,60.0,83.0,914,2023-12-13 12:49:48,1.0.0,19.0,Sync and Async ODM (Object Document Mapper) for MongoDB based on python type hints.,3153.0,3153.0,16.0,https://pypi.org/project/odmantic,17827.0,17827.0,28,True,3,,,,
21,elementary,elementary-data/elementary,elementary,[],data-observability,https://github.com/elementary-data/elementary,https://github.com/elementary-data/elementary,Apache-2.0,2021-08-30 08:45:23,2023-12-28 14:17:39,2023-12-27 16:46:34,4532,240.0,126.0,10.0,910.0,165.0,265.0,1590,2023-12-07 14:54:36,0.13.2,85.0,Open-source data observability for analytics engineers.,43.0,43.0,63.0,https://pypi.org/project/elementary,,,26,True,1,,,,
22,geojson-pydantic,developmentseed/geojson-pydantic,geojson-pydantic,[],geojson,https://github.com/developmentseed/geojson-pydantic,https://github.com/developmentseed/geojson-pydantic,MIT,2020-05-21 22:29:07,2023-12-20 17:09:38,2023-12-20 17:08:53,284,4.0,32.0,14.0,78.0,2.0,60.0,174,,,,Pydantic data models for the GeoJSON spec.,308.0,308.0,22.0,https://pypi.org/project/geojson-pydantic,124182.0,124182.0,23,True,1,,,,
23,Opyrator,ml-tooling/opyrator,opyrator,[],ai-service-deployment-framework,https://github.com/ml-tooling/opyrator,https://github.com/ml-tooling/opyrator,MIT,2021-04-06 08:09:06,2023-11-28 21:11:34,2021-05-06 12:10:38,127,,154.0,50.0,55.0,,30.0,2969,2021-05-01 13:59:02,0.0.11,2.0,"Turns your machine learning code into microservices with web API, interactive GUI, and more.",46.0,46.0,4.0,https://pypi.org/project/opyrator,309.0,309.0,22,True,3,,,,
24,redisOM,redis/redis-om-python,redis-om-python,[],databases-key-value,https://github.com/redis/redis-om-python,https://github.com/redis/redis-om-python,MIT,2021-08-31 01:10:13,2023-11-01 09:14:10,2023-09-06 12:16:36,550,,89.0,21.0,372.0,120.0,84.0,919,2023-07-18 14:52:05,0.2.1,17.0,"Object mapping, and more, for Redis and Python.",782.0,782.0,24.0,https://pypi.org/project/redis-om-python,,,22,True,1,,,,
25,pydantic-xml,dapper91/pydantic-xml,pydantic-xml,[],xml,https://github.com/dapper91/pydantic-xml,https://github.com/dapper91/pydantic-xml,Unlicense,2022-04-26 19:28:39,2023-12-23 13:03:23,2023-12-18 14:55:15,246,29.0,11.0,4.0,98.0,6.0,50.0,102,2023-12-18 14:58:37,2.7.0,30.0,python xml for humans.,54.0,54.0,9.0,https://pypi.org/project/pydantic-xml,37493.0,37493.0,22,True,1,,,,
26,flask-pydantic,bauerji/flask-pydantic,flask-pydantic,[],http-server-integrations,https://github.com/bauerji/flask-pydantic,https://github.com/bauerji/flask-pydantic,MIT,2020-01-06 17:45:59,2023-10-29 22:54:22,2023-01-02 16:09:46,148,,50.0,5.0,38.0,18.0,22.0,311,,,,flask extension for integration with the awesome pydantic package.,515.0,515.0,12.0,https://pypi.org/project/flask-pydantic,114426.0,114426.0,21,True,2,,,,
27,djantic,jordaneremieff/djantic,djantic,[],http-server-integrations,https://github.com/jordaneremieff/djantic,https://github.com/jordaneremieff/djantic,MIT,2020-08-02 12:06:11,2023-02-15 19:53:09,2023-02-13 12:15:42,120,,32.0,7.0,36.0,12.0,27.0,408,2022-04-14 10:14:45,0.7.0,15.0,Pydantic model support for Django.,66.0,66.0,4.0,https://pypi.org/project/djantic,18562.0,18562.0,20,True,2,,,,
28,pythogen,artsmolin/pythogen,pythogen,[],http-client-generators,https://github.com/artsmolin/pythogen,https://github.com/artsmolin/pythogen,MIT,2022-05-23 07:49:27,2023-12-26 10:13:41,2023-12-26 10:13:15,410,100.0,5.0,4.0,52.0,2.0,23.0,51,2023-12-12 21:04:50,0.2.36,85.0,Awesome python HTTP-clients from OpenAPI.,,,13.0,https://pypi.org/project/pythogen,2279.0,2279.0,19,True,1,,,,
29,pydbantic,codemation/pydbantic,pydbantic,[],databases-sql,https://github.com/codemation/pydbantic,https://github.com/codemation/pydbantic,Apache-2.0,2021-09-01 18:02:26,2023-10-03 08:00:16,2023-10-03 07:59:56,165,1.0,13.0,5.0,42.0,6.0,18.0,215,2023-10-03 08:00:16,0.0.47,36.0,"A single model for shaping, creating, accessing, storing data within a Database.",13.0,13.0,9.0,https://pypi.org/project/pydbantic,1113.0,1113.0,18,True,3,,,,
30,graphene-pydantic,graphql-python/graphene-pydantic,graphene-pydantic,[],graphql-server-integrations,https://github.com/graphql-python/graphene-pydantic,https://github.com/graphql-python/graphene-pydantic,,2019-06-20 00:49:40,2023-11-08 05:38:04,2023-09-24 19:36:14,232,,40.0,8.0,56.0,9.0,31.0,207,2022-01-25 16:40:44,0.2.0,5.0,Integrate GraphQL with your Pydantic models.,,,20.0,https://pypi.org/project/graphene-pydantic,13600.0,13600.0,17,True,3,1.0,,,
31,pydantic-factories,starlite-api/pydantic-factories,pydantic-factories,[],data-generation,https://github.com/litestar-org/pydantic-factories,https://github.com/litestar-org/pydantic-factories,MIT,2023-03-25 12:51:12,2023-04-03 15:10:03,2023-04-03 15:09:07,309,,,2.0,,,,11,2023-04-03 15:10:03,1.17.3,1.0,Simple and powerful mock data generation using pydantic or dataclasses.,455.0,455.0,28.0,https://pypi.org/project/pydantic-factories,120866.0,120866.0,17,True,1,,,,litestar-org/pydantic-factories
32,pydantic-spark,godatadriven/pydantic-spark,pydantic-spark,[],data-structures,https://github.com/godatadriven/pydantic-spark,https://github.com/godatadriven/pydantic-spark,MIT,2022-02-03 10:43:26,2023-11-24 15:13:01,2023-11-24 15:12:46,33,11.0,4.0,3.0,39.0,,2.0,22,2023-11-24 15:13:57,1.0.1,3.0,,7.0,7.0,6.0,https://pypi.org/project/pydantic-spark,56630.0,56630.0,16,False,1,-1.0,,,
33,patito,kolonialno/patito,patito,[],data-structures,https://github.com/kolonialno/patito,https://github.com/kolonialno/patito,MIT,2022-04-21 08:54:31,2023-07-29 13:51:20,2023-07-29 13:51:20,95,,4.0,28.0,38.0,25.0,4.0,202,2022-12-02 17:38:25,0.4.4,20.0,A data modelling layer built on top of polars and pydantic.,5.0,5.0,2.0,https://pypi.org/project/patito,1208.0,1208.0,15,True,3,,,,
34,pyngo,yezz123/pyngo,pyngo,[],http-server-integrations,https://github.com/yezz123/pyngo,https://github.com/yezz123/pyngo,MIT,2021-11-25 00:14:05,2023-12-26 00:12:29,2023-12-26 00:12:28,122,18.0,7.0,2.0,91.0,1.0,1.0,65,2023-12-12 22:25:20,1.7.0,8.0,Pydantic model support for Django & Django-Rest-Framework.,9.0,9.0,6.0,https://pypi.org/project/pyngo,7358.0,7358.0,15,True,3,-1.0,,,
35,mongox,aminalaee/mongox,mongox,[],databases-document,https://github.com/aminalaee/mongox,https://github.com/aminalaee/mongox,MIT,2021-11-12 09:49:07,2023-03-01 09:00:21,2022-11-09 08:50:55,61,,6.0,6.0,84.0,4.0,13.0,119,2022-11-09 08:51:02,0.1.2,6.0,Familiar async Python MongoDB ODM.,5.0,5.0,8.0,https://pypi.org/project/mongox,41.0,41.0,12,True,3,,,,
36,pydantic-numpy,cheind/pydantic-numpy,pydantic-numpy,[],data-structures,https://github.com/cheind/pydantic-numpy,https://github.com/cheind/pydantic-numpy,MIT,2022-03-25 04:15:58,2022-12-09 11:37:55,2022-12-09 11:37:52,55,,3.0,3.0,7.0,3.0,3.0,54,,,,Seamlessly integrate numpy arrays into pydantic models.,,,5.0,https://pypi.org/project/pydantic-numpy,9768.0,9768.0,12,True,3,,,,
37,pydantic-aioredis,andrewthetechie/pydantic-aioredis,pydantic-aioredis,[],databases-key-value,https://github.com/andrewthetechie/pydantic-aioredis,https://github.com/andrewthetechie/pydantic-aioredis,,2021-08-06 19:12:00,2023-12-22 19:40:23,2023-12-08 04:49:03,726,2.0,4.0,2.0,768.0,1.0,25.0,44,2023-03-30 03:30:46,1.2.3,26.0,A Declarative ORM for Redis using Pydantic Models and aioredis.,6.0,6.0,6.0,https://pypi.org/project/pydantic-aioredis,402.0,402.0,12,True,3,,,,
38,sanic-pydantic,nf1s/sanic-pydantic,sanic-pydantic,[],http-server-integrations,https://github.com/nf1s/sanic-pydantic,https://github.com/nf1s/sanic-pydantic,MIT,2020-04-03 08:24:55,2023-02-11 01:45:39,2022-05-12 19:27:29,87,,3.0,,21.0,,5.0,7,2021-10-14 08:22:48,1.2.1,3.0,A library for parsing and validating http requests for sanic web-framework using pydantic library.,5.0,5.0,3.0,https://pypi.org/project/sanic-pydantic,187.0,187.0,12,True,3,,,,
39,aiohttp-pydantic,Maillol/aiohttp-pydantic,aiohttp-pydantic,[],http-server-integrations,https://github.com/Maillol/aiohttp-pydantic,https://github.com/Maillol/aiohttp-pydantic,MIT,2020-10-04 10:32:00,2023-10-01 15:51:46,2023-10-01 15:51:30,87,4.0,15.0,2.0,27.0,9.0,13.0,58,,,,Aiohttp View that validates request body and query sting regarding the annotations declared in the View method.,,,9.0,https://pypi.org/project/aiohttp-pydantic,5902.0,5902.0,11,True,3,,,,
40,nebula-carina,nebula-contrib/nebula-carina,nebula-carina,[],databases-graph,https://github.com/nebula-contrib/nebula-carina,https://github.com/nebula-contrib/nebula-carina,MIT,2022-06-03 14:45:40,2023-12-25 08:10:29,2023-12-25 08:10:29,134,22.0,7.0,6.0,9.0,5.0,7.0,27,2023-02-20 14:39:56,release-0.3.1,6.0,A pydantic based python ORM framework for graph database NebulaGraph 3.,,,6.0,https://pypi.org/project/nebula-carina,11.0,11.0,11,True,1,-1.0,,,
41,pydantic-ssm-settings,developmentseed/pydantic-ssm-settings,pydantic-ssm-settings,[],aws,https://github.com/developmentseed/pydantic-ssm-settings,https://github.com/developmentseed/pydantic-ssm-settings,MIT,2021-09-07 20:49:37,2023-10-24 10:04:32,2022-09-26 16:40:54,42,,3.0,3.0,12.0,,2.0,18,2022-09-26 16:39:42,0.2.4,5.0,Replace Pydantics builtin Secret Support with a configuration provider that loads parameters from AWS Systems Manager..,,,4.0,https://pypi.org/project/pydantic-ssm-settings,988.0,989.0,11,True,2,,21.0,,
42,pydantic_schemaorg,lexiq-legal/pydantic_schemaorg,pydantic_schemaorg,[],schemas,https://github.com/lexiq-legal/pydantic_schemaorg,https://github.com/lexiq-legal/pydantic_schemaorg,MIT,2021-11-29 14:51:59,2022-12-12 20:58:08,2022-02-18 19:47:31,62,,5.0,1.0,2.0,7.0,4.0,45,2022-02-18 19:48:32,1.0.6a2,14.0,Schema.org classes in pydantic.,,,,https://pypi.org/project/pydantic_schemaorg,331.0,331.0,10,True,1,,,,
43,xsdata-pydantic,tefra/xsdata-pydantic,xsdata-pydantic,[],xml,https://github.com/tefra/xsdata-pydantic,https://github.com/tefra/xsdata-pydantic,MIT,2021-11-04 11:15:58,2023-08-30 16:04:13,2023-08-30 15:35:30,23,,6.0,3.0,12.0,5.0,7.0,34,2022-10-02 07:20:59,22.10,1.0,Naive XML & JSON Bindings for python pydantic classes!.,,,2.0,https://pypi.org/project/xsdata-pydantic,1993.0,1993.0,10,True,3,,,,
44,pydantic-geojson,gb-libs/pydantic-geojson,pydantic-geojson,[],geojson,https://github.com/gb-libs/pydantic-geojson,https://github.com/gb-libs/pydantic-geojson,MIT,2022-01-18 09:59:26,2023-09-15 02:42:15,2023-07-13 21:34:41,53,,4.0,1.0,17.0,3.0,7.0,18,,,,Pydantic validation for GeoJson.,,,6.0,https://pypi.org/project/pydantic-geojson,10139.0,10139.0,10,True,3,,,,
45,arangodantic,ioxiocom/arangodantic,arangodantic,[],databases-graph,https://github.com/ioxiocom/arangodantic,https://github.com/ioxiocom/arangodantic,BSD-3-Clause,2020-09-29 08:45:54,2023-11-21 04:07:58,2022-08-19 13:21:50,22,,6.0,6.0,18.0,2.0,,13,2022-08-05 10:56:33,0.3.1,3.0,,1.0,1.0,3.0,https://pypi.org/project/arangodantic,61.0,61.0,10,False,3,,,,
46,jsonapi-pydantic,impocode/jsonapi-pydantic,jsonapi-pydantic,[],jsonapi,https://github.com/impocode/jsonapi-pydantic,https://github.com/impocode/jsonapi-pydantic,MIT,2022-07-22 14:48:18,2023-12-15 06:53:15,2023-12-15 06:51:22,24,5.0,1.0,2.0,2.0,,1.0,3,2023-12-06 08:09:39,0.2.3,9.0,jsonapi-pydantic provides a suite of Pydantic models matching the JSON:API specification.,1.0,1.0,,https://pypi.org/project/jsonapi-pydantic,1072.0,1073.0,10,True,1,-1.0,27.0,,
47,neontology,ontolocy/neontology,neontology,[],databases-graph,https://github.com/ontolocy/neontology,https://github.com/ontolocy/neontology,MIT,2022-08-09 14:03:49,2023-12-03 17:13:19,2023-12-03 16:55:55,39,11.0,4.0,2.0,17.0,,1.0,13,,,,"Easily ingest data into a Neo4j graph database with Python, pandas and Pydantic.",,,2.0,https://pypi.org/project/neontology,458.0,458.0,8,True,3,,,,
48,lambdantic,koxudaxi/lambdantic,lambdantic,[],aws,https://github.com/koxudaxi/lambdantic,https://github.com/koxudaxi/lambdantic,MIT,2019-09-08 13:35:27,2020-04-20 16:29:21,2020-04-20 16:27:49,20,,1.0,4.0,7.0,,,15,2020-04-20 16:29:21,0.0.4,4.0,Pydantic model and lambda event handler for AWS Lambda.,,,2.0,https://pypi.org/project/lambdantic,22.0,22.0,7,True,2,,,,
49,pydantic-kms-secrets,nplutt/pydantic-kms-secrets,pydantic-kms-secrets,[],aws,https://github.com/nplutt/pydantic-kms-secrets,https://github.com/nplutt/pydantic-kms-secrets,MIT,2020-07-18 03:41:21,2020-08-16 17:36:45,2020-08-16 17:34:46,15,,1.0,1.0,2.0,,,2,2020-08-16 17:36:45,0.3.0,4.0,Utility to decrypt and encrypt secrets using AWS KMS keys that also integrates with pydantic models which allows for..,,,,https://pypi.org/project/pydantic-kms-secrets,991.0,991.0,7,True,2,,,,
50,aws-appconfig-pydantic,Validus-Risk-Management/aws-appconfig-pydantic,aws-appconfig-pydantic,[],aws,https://github.com/Validus-Risk-Management/aws-appconfig-pydantic,https://github.com/Validus-Risk-Management/aws-appconfig-pydantic,Apache-2.0,2021-09-23 14:21:07,2023-07-24 09:52:27,2023-07-24 09:52:25,28,,2.0,3.0,6.0,,,5,,,,AWS AppConfig + Pydantic.,,,4.0,https://pypi.org/project/aws-appconfig-pydantic,,,6,True,3,,,,
51,pydantic-sqs,andrewthetechie/pydantic-sqs,pydantic-sqs,[],aws,https://github.com/andrewthetechie/pydantic-sqs,https://github.com/andrewthetechie/pydantic-sqs,,2022-10-31 23:59:40,2023-12-22 12:40:09,2023-12-08 04:49:04,261,2.0,,3.0,278.0,3.0,,1,2023-02-19 17:12:21,0.2.0,2.0,Send and receive Pydantic models with AWS SQS.,,,2.0,https://pypi.org/project/pydantic-sqs,29.0,29.0,6,True,3,1.0,,,
