,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,projectrank,show,projectrank_placing,trending,docs_url,updated_github_id
0,transformers,huggingface/transformers,transformers,[],transformer,https://github.com/huggingface/transformers,https://github.com/huggingface/transformers,Apache-2.0,2018-10-29 13:56:00,2023-11-02 17:53:08,2023-11-02 17:42:29,14387,776.0,21800.0,1066.0,13708.0,676.0,12522.0,114420,2023-11-02 17:00:05,4.35.0,143.0,18052241.0,100.0,"Transformers: State-of-the-art Machine Learning for Pytorch, TensorFlow, and JAX.",110370.0,110370.0,2232.0,https://pypi.org/project/transformers,18052238.0,50,True,1,,,
1,fastapi,tiangolo/fastapi,fastapi,[],microservice-frameworks,https://github.com/tiangolo/fastapi,https://github.com/tiangolo/fastapi,MIT,2018-12-08 08:21:47,2023-11-02 11:54:45,2023-10-30 11:12:57,3310,206.0,5257.0,644.0,2773.0,29.0,3338.0,64136,2023-10-30 10:05:55,0.104.1,,21104077.0,100.0,"FastAPI framework, high performance, easy to learn, fast to code, ready for production.",255345.0,255345.0,514.0,https://pypi.org/project/fastapi,21104077.0,46,True,1,,,
2,ray,ray-project/ray,ray,[],distributed-application,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30,2023-11-02 17:55:18,2023-11-02 17:55:18,19704,1246.0,4724.0,470.0,24850.0,3065.0,12704.0,28456,2023-10-09 17:47:23,ray-2.7.1,100.0,2490263.0,73.0,Ray is a unified framework for scaling AI and Python applications. Ray consists of a core distributed runtime and a..,12042.0,12042.0,937.0,https://pypi.org/project/ray,2490262.0,44,True,1,,,
3,SpaCy,explosion/spaCy,spacy,[],nlp,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40,2023-11-02 11:02:18,2023-11-02 11:02:18,16064,74.0,4131.0,566.0,3905.0,74.0,5421.0,27504,2023-10-16 16:11:22,3.7.2,,7317700.0,100.0,Industrial-strength Natural Language Processing (NLP) in Python.,72855.0,72855.0,742.0,https://pypi.org/project/spacy,7317700.0,44,True,1,,,
4,prefect,PrefectHQ/prefect,prefect,[],data-workflows,https://github.com/PrefectHQ/prefect,https://github.com/PrefectHQ/prefect,Apache-2.0,2018-06-29 21:59:26,2023-11-02 18:05:06,2023-11-02 17:01:49,15284,393.0,1333.0,155.0,6292.0,562.0,3674.0,13138,2023-10-26 22:20:11,2.14.2,,624376.0,100.0,"Prefect is a workflow orchestration tool empowering developers to build, observe, and react to data pipelines.",3922.0,3922.0,205.0,https://pypi.org/project/prefect,624376.0,43,True,1,,,
5,jina,jina-ai/jina,jina,[],ai-service-deployment-framework,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44,2023-11-02 16:15:33,2023-11-02 16:15:31,8488,69.0,2134.0,205.0,4132.0,16.0,1898.0,19292,2023-10-31 14:36:40,3.22.4,,90810.0,100.0,Build multimodal AI applications with cloud-native stack.,1244.0,1244.0,177.0,https://pypi.org/project/jina,90810.0,40,True,1,,,
6,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],databases-sql,https://github.com/tiangolo/sqlmodel,https://github.com/tiangolo/sqlmodel,MIT,2021-08-24 14:26:53,2023-11-01 18:10:18,2023-10-29 09:56:39,327,81.0,468.0,146.0,280.0,177.0,149.0,11066,2023-10-29 09:58:11,0.0.11,,569474.0,10.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",7944.0,7944.0,71.0,https://pypi.org/project/sqlmodel,569474.0,36,True,1,1.0,,
7,litestar,litestar-org/litestar,litestar,[],microservice-frameworks,https://github.com/litestar-org/litestar,https://github.com/litestar-org/litestar,MIT,2021-12-06 19:43:06,2023-11-02 17:03:49,2023-11-02 17:02:46,2316,252.0,267.0,30.0,1700.0,77.0,677.0,3281,2023-10-13 00:57:35,2.2.1,,14992.0,100.0,"Production-ready, Light, Flexible and Extensible ASGI API framework | Effortlessly Build Performant APIs.",234.0,234.0,149.0,https://pypi.org/project/litestar,14992.0,34,True,3,1.0,,
8,DeepPavlov,deeppavlov/DeepPavlov,deeppavlov,[],nlp,https://github.com/deeppavlov/DeepPavlov,https://github.com/deeppavlov/DeepPavlov,Apache-2.0,2017-11-17 14:35:29,2023-11-01 19:51:56,2023-10-17 11:40:34,2699,10.0,1114.0,211.0,1037.0,18.0,613.0,6384,2023-10-17 11:41:15,1.4.0,,8442.0,61.0,An open source library for deep learning end-to-end dialog systems and chatbots.,362.0,362.0,76.0,https://pypi.org/project/deeppavlov,8442.0,33,True,3,,,
9,django-ninja,vitalik/django-ninja,django-ninja,[],http-server-integrations,https://github.com/vitalik/django-ninja,https://github.com/vitalik/django-ninja,MIT,2020-05-19 08:48:53,2023-10-23 22:39:31,2023-10-18 00:15:46,961,68.0,306.0,72.0,238.0,180.0,400.0,5140,2023-06-08 15:42:14,0.22.2,,193772.0,35.0,"Fast, Async-ready, Openapi, type hints based framework for building APIs.",1737.0,1737.0,104.0,https://pypi.org/project/django-ninja,193772.0,33,True,1,,,
