,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,projectrank,show,projectrank_placing,trending,docs_url,updated_github_id
0,transformers,huggingface/transformers,transformers,[],transformer,https://github.com/huggingface/transformers,https://github.com/huggingface/transformers,Apache-2.0,2018-10-29 13:56:00,2023-07-27 17:54:19,2023-07-27 17:41:50,13550,816.0,20610.0,1044.0,12546.0,584.0,11703.0,109105,2023-07-18 20:16:04,4.31.0,142.0,13572681.0,100.0,"Transformers: State-of-the-art Machine Learning for Pytorch, TensorFlow, and JAX.",86926.0,86926.0,2049.0,https://pypi.org/project/transformers,13572678.0,50,True,1,,,
1,fastapi,tiangolo/fastapi,fastapi,[],microservice-frameworks,https://github.com/tiangolo/fastapi,https://github.com/tiangolo/fastapi,MIT,2018-12-08 08:21:47,2023-07-27 14:10:33,2023-07-09 15:45:55,3037,227.0,4966.0,640.0,2477.0,19.0,3320.0,60821,2023-07-07 17:32:15,0.100.0,,17631184.0,100.0,"FastAPI framework, high performance, easy to learn, fast to code, ready for production.",211668.0,211668.0,472.0,https://pypi.org/project/fastapi,17631184.0,46,True,1,,,
2,ray,ray-project/ray,ray,[],distributed-application,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30,2023-07-27 18:05:30,2023-07-27 16:54:54,18349,1275.0,4487.0,451.0,22850.0,2828.0,11902.0,26770,2023-07-24 05:07:30,ray-2.6.1,85.0,2140454.0,69.0,Ray is a unified framework for scaling AI and Python applications. Ray consists of a core distributed runtime and a..,10667.0,10667.0,890.0,https://pypi.org/project/ray,2140453.0,44,True,1,,,
3,SpaCy,explosion/spaCy,spacy,[],nlp,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40,2023-07-27 14:36:21,2023-07-26 14:05:53,15968,75.0,4074.0,550.0,3820.0,74.0,5377.0,26723,2023-07-07 08:32:23,3.6.0,,5303925.0,100.0,Industrial-strength Natural Language Processing (NLP) in Python.,64939.0,64939.0,730.0,https://pypi.org/project/spacy,5303925.0,44,True,1,,,
4,prefect,PrefectHQ/prefect,prefect,[],data-workflows,https://github.com/PrefectHQ/prefect,https://github.com/PrefectHQ/prefect,Apache-2.0,2018-06-29 21:59:26,2023-07-27 17:49:50,2023-07-27 15:22:44,14872,464.0,1257.0,153.0,5803.0,511.0,3466.0,12397,2023-07-20 20:47:27,2.11.0,,655084.0,100.0,"Prefect is a workflow orchestration tool empowering developers to build, observe, and react to data pipelines.",3425.0,3425.0,185.0,https://pypi.org/project/prefect,655084.0,42,True,1,,,
5,jina,jina-ai/jina,jina,[],ai-service-deployment-framework,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44,2023-07-27 10:05:45,2023-07-27 07:09:36,8393,113.0,2105.0,204.0,4051.0,9.0,1866.0,18866,2023-07-19 07:55:45,3.19.1,,439046.0,100.0,"Multimodal AI services & pipelines with cloud-native stack: gRPC, Kubernetes, Docker, OpenTelemetry, Prometheus,..",824.0,824.0,170.0,https://pypi.org/project/jina,439046.0,39,True,1,-1.0,,
6,django-ninja,vitalik/django-ninja,django-ninja,[],http-server-integrations,https://github.com/vitalik/django-ninja,https://github.com/vitalik/django-ninja,MIT,2020-05-19 08:48:53,2023-07-22 10:37:01,2023-07-22 10:36:56,887,63.0,280.0,70.0,217.0,164.0,352.0,4698,2023-06-08 15:42:14,0.22.2,,133410.0,31.0,"Fast, Async-ready, Openapi, type hints based framework for building APIs.",1493.0,1493.0,94.0,https://pypi.org/project/django-ninja,133410.0,33,True,1,,,
7,datamodel-code-generator,koxudaxi/datamodel-code-generator,datamodel-code-generator,[],code-generator,https://github.com/koxudaxi/datamodel-code-generator,https://github.com/koxudaxi/datamodel-code-generator,MIT,2019-05-29 08:01:32,2023-07-27 15:10:48,2023-07-27 15:01:22,864,89.0,196.0,22.0,1093.0,78.0,257.0,1735,2023-07-20 15:59:32,0.21.2,,450209.0,100.0,"Pydantic model and dataclasses.dataclass generator for easy conversion of JSON, OpenAPI, JSON Schema, and YAML data..",820.0,820.0,79.0,https://pypi.org/project/datamodel-code-generator,450209.0,33,True,1,1.0,,
8,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],databases-sql,https://github.com/tiangolo/sqlmodel,https://github.com/tiangolo/sqlmodel,MIT,2021-08-24 14:26:53,2023-07-17 04:46:50,2023-02-21 11:02:54,236,,431.0,139.0,242.0,177.0,146.0,10262,2022-08-30 17:56:11,0.0.8,,446354.0,7.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",6653.0,6653.0,53.0,https://pypi.org/project/sqlmodel,446354.0,32,True,1,1.0,,
9,strawberry,strawberry-graphql/strawberry,strawberry,[],graphql-server-integrations,https://github.com/strawberry-graphql/strawberry,https://github.com/strawberry-graphql/strawberry,MIT,2018-12-21 08:56:55,2023-07-27 10:17:35,2023-07-26 19:51:50,2872,190.0,424.0,45.0,2111.0,305.0,485.0,3339,2023-07-26 19:52:10,0.196.1,410.0,621.0,100.0,A GraphQL library for Python that leverages type annotations.,2048.0,2048.0,216.0,https://pypi.org/project/strawberry,539.0,32,True,1,,https://strawberry.rocks/docs/integrations/pydantic#pydantic-support,
