,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,github_release_downloads,trending,docs_url,updated_github_id
0,transformers,huggingface/transformers,transformers,[],transformer,https://github.com/huggingface/transformers,https://github.com/huggingface/transformers,Apache-2.0,2018-10-29 13:56:00,2024-03-07 17:47:23,2024-03-07 17:30:28,15293,608.0,23170.0,1084.0,14936.0,777.0,13449.0,121600,2024-03-01 03:24:28,4.38.2,100.0,"Transformers: State-of-the-art Machine Learning for Pytorch, TensorFlow, and JAX.",144822.0,144822.0,2455.0,https://pypi.org/project/transformers,22247807.0,22247807.0,50,True,1,,,,
1,fastapi,tiangolo/fastapi,fastapi,[],microservice-frameworks,https://github.com/tiangolo/fastapi,https://github.com/tiangolo/fastapi,MIT,2018-12-08 08:21:47,2024-03-07 15:44:12,2024-02-28 14:04:27,3815,487.0,5702.0,656.0,3120.0,41.0,3352.0,68996,2024-02-24 23:20:47,0.110.0,100.0,"FastAPI framework, high performance, easy to learn, fast to code, ready for production.",318778.0,318778.0,592.0,https://pypi.org/project/fastapi,43806302.0,43806302.0,47,True,1,,,,
2,ray,ray-project/ray,ray,[],distributed-application,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30,2024-03-07 18:02:30,2024-03-07 18:02:29,20923,825.0,5018.0,469.0,26584.0,3091.0,13809.0,30233,2024-02-22 19:57:55,ray-2.9.3,79.0,Ray is a unified framework for scaling AI and Python applications. Ray consists of a core distributed runtime and a..,14076.0,14076.0,982.0,https://pypi.org/project/ray,3380674.0,3380676.0,44,True,1,208.0,,,
3,SpaCy,explosion/spaCy,spacy,[],nlp,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40,2024-03-07 13:56:38,2024-02-20 12:17:51,16117,33.0,4177.0,554.0,3965.0,83.0,5479.0,28396,2024-02-15 19:16:59,3.7.4,100.0,Industrial-strength Natural Language Processing (NLP) in Python.,81923.0,81923.0,748.0,https://pypi.org/project/spacy,6438385.0,6438385.0,44,True,1,,,,
4,prefect,PrefectHQ/prefect,prefect,[],data-workflows,https://github.com/PrefectHQ/prefect,https://github.com/PrefectHQ/prefect,Apache-2.0,2018-06-29 21:59:26,2024-03-07 18:05:27,2024-03-07 17:48:54,15961,515.0,1402.0,159.0,7077.0,622.0,3928.0,14198,2024-03-04 22:01:08,2.16.2,100.0,"Prefect is a workflow orchestration tool empowering developers to build, observe, and react to data pipelines.",4546.0,4546.0,230.0,https://pypi.org/project/prefect,724717.0,724717.0,43,True,1,,,,
5,jina,jina-ai/jina,jina,[],ai-service-deployment-framework,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44,2024-03-07 16:54:32,2024-02-29 23:03:24,8522,17.0,2149.0,207.0,4163.0,12.0,1917.0,19734,2024-02-29 14:39:24,3.23.5,100.0,Build multimodal AI applications with cloud-native stack.,1632.0,1632.0,176.0,https://pypi.org/project/jina,103642.0,103642.0,39,True,1,,,,
6,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],databases-sql,https://github.com/tiangolo/sqlmodel,https://github.com/tiangolo/sqlmodel,MIT,2021-08-24 14:26:53,2024-03-07 14:19:26,2024-02-17 13:53:16,376,11.0,511.0,148.0,334.0,173.0,153.0,12475,2024-02-17 13:54:28,0.0.16,15.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",10160.0,10160.0,71.0,https://pypi.org/project/sqlmodel,924753.0,924753.0,35,True,1,,-1.0,,
7,litestar,litestar-org/litestar,litestar,[],microservice-frameworks,https://github.com/litestar-org/litestar,https://github.com/litestar-org/litestar,MIT,2021-12-06 19:43:06,2024-03-07 10:53:11,2024-03-05 18:15:25,2631,173.0,310.0,35.0,2076.0,115.0,793.0,4197,2024-03-04 11:30:54,2.6.3,100.0,"Production-ready, Light, Flexible and Extensible ASGI API framework | Effortlessly Build Performant APIs.",409.0,409.0,180.0,https://pypi.org/project/litestar,408230.0,408230.0,34,True,3,,,,
8,datamodel-code-generator,koxudaxi/datamodel-code-generator,datamodel-code-generator,[],code-generator,https://github.com/koxudaxi/datamodel-code-generator,https://github.com/koxudaxi/datamodel-code-generator,MIT,2019-05-29 08:01:32,2024-03-07 01:12:10,2024-03-06 18:04:08,1066,46.0,246.0,23.0,1360.0,135.0,341.0,2183,2024-02-13 18:09:23,0.25.4,100.0,"Pydantic model and dataclasses.dataclass generator for easy conversion of JSON, OpenAPI, JSON Schema, and YAML data..",1100.0,1100.0,112.0,https://pypi.org/project/datamodel-code-generator,811566.0,811566.0,34,True,1,,,,
9,ZenML,zenml-io/zenml,zenml,[],ai-service-deployment-framework,https://github.com/zenml-io/zenml,https://github.com/zenml-io/zenml,Apache-2.0,2020-11-19 09:25:46,2024-03-07 17:27:28,2024-03-06 14:25:05,6328,238.0,375.0,40.0,2216.0,36.0,231.0,3563,2024-03-06 16:01:37,0.55.5,100.0,"ZenML : Build portable, production-ready MLOps pipelines. https://zenml.io.",418.0,418.0,89.0,https://pypi.org/project/zenml,33867.0,33867.0,33,True,3,1.0,,,
