,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,projectrank,show,projectrank_placing,trending,docs_url,updated_github_id
10,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],databases-sql,https://github.com/tiangolo/sqlmodel,https://github.com/tiangolo/sqlmodel,MIT,2021-08-24 14:26:53,2023-07-13 08:22:14,2023-02-21 11:02:54,236,,425.0,138.0,241.0,177.0,146.0,10156,2022-08-30 17:56:11,0.0.8,,430963.0,7.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",6494.0,6494.0,53.0,https://pypi.org/project/sqlmodel,430963.0,31,True,1,,,
11,DeepPavlov,deeppavlov/DeepPavlov,deeppavlov,[],nlp,https://github.com/deeppavlov/DeepPavlov,https://github.com/deeppavlov/DeepPavlov,Apache-2.0,2017-11-17 14:35:29,2023-07-13 15:27:39,2023-06-06 08:57:44,2683,6.0,1103.0,210.0,1026.0,21.0,608.0,6277,2023-06-06 08:59:39,1.2.0,,7778.0,59.0,An open source library for deep learning end-to-end dialog systems and chatbots.,351.0,351.0,74.0,https://pypi.org/project/deeppavlov,7778.0,31,True,3,-2.0,,
12,ZenML,zenml-io/zenml,zenml,[],ai-service-deployment-framework,https://github.com/zenml-io/zenml,https://github.com/zenml-io/zenml,Apache-2.0,2020-11-19 09:25:46,2023-07-13 16:55:13,2023-07-03 17:42:05,5772,228.0,304.0,41.0,1480.0,8.0,181.0,2950,2023-07-04 09:43:31,0.41.0,1.0,6045.0,71.0,"ZenML : Build portable, production-ready MLOps pipelines. https://zenml.io.",111.0,111.0,70.0,https://pypi.org/project/zenml,6045.0,31,True,3,,,
13,litestar,litestar-org/litestar,litestar,[],microservice-frameworks,https://github.com/litestar-org/litestar,https://github.com/litestar-org/litestar,MIT,2021-12-06 19:43:06,2023-07-13 17:40:55,2023-07-13 16:17:53,1948,277.0,216.0,28.0,1261.0,56.0,513.0,2334,2023-05-02 15:39:26,1.51.12,,4309.0,100.0,"Light, Flexible and Extensible ASGI API framework | Effortlessly Build Performant APIs.",67.0,67.0,121.0,https://pypi.org/project/litestar,4309.0,31,True,3,,,
14,ormar,collerek/ormar,ormar,[],databases-sql,https://github.com/collerek/ormar,https://github.com/collerek/ormar,MIT,2020-08-02 06:34:03,2023-07-13 02:52:06,2023-07-13 02:50:17,1240,60.0,67.0,18.0,658.0,61.0,174.0,1380,2023-06-18 17:05:55,0.12.2,,21715.0,77.0,python async orm with fastapi in mind and pydantic validation.,828.0,828.0,31.0,https://pypi.org/project/ormar,21715.0,30,True,2,,,
15,beanie,roman-right/beanie,beanie,[],databases-document,https://github.com/roman-right/beanie,https://github.com/roman-right/beanie,Apache-2.0,2021-02-23 20:11:23,2023-07-05 19:17:13,2023-07-05 19:16:08,404,21.0,122.0,15.0,233.0,26.0,240.0,1296,2023-07-01 00:33:15,1.20.0,,71821.0,97.0,Asynchronous Python ODM for MongoDB.,1266.0,1266.0,49.0,https://pypi.org/project/beanie,71821.0,30,True,1,,,
16,OneFuzz,microsoft/onefuzz,onefuzz,[],security-testing,https://github.com/microsoft/onefuzz,https://github.com/microsoft/onefuzz,MIT,2020-07-27 22:23:30,2023-07-13 17:04:58,2023-07-13 13:01:24,2011,146.0,180.0,90.0,2439.0,180.0,655.0,2749,2023-06-27 19:10:36,8.4.0,15828.0,2824.0,99.0,A self-hosted Fuzzing-As-A-Service platform.,10.0,10.0,33.0,https://pypi.org/project/onefuzz,2359.0,29,True,1,,,
17,aws-lambda-powertools-python,awslabs/aws-lambda-powertools-python,aws-lambda-powertools-python,[],aws,https://github.com/aws-powertools/powertools-lambda-python,https://github.com/aws-powertools/powertools-lambda-python,MIT-0,2019-11-15 12:26:12,2023-07-13 18:00:14,2023-07-13 13:39:36,2603,330.0,296.0,58.0,1878.0,83.0,635.0,2194,2023-06-30 12:10:43,2.19.0,,,100.0,A developer toolkit to implement Serverless best practices and increase developer velocity.,1666.0,1666.0,115.0,https://pypi.org/project/aws-lambda-powertools-python,,29,False,1,,,aws-powertools/powertools-lambda-python
18,Robusta,robusta-dev/robusta,robusta,[],monitoring,https://github.com/robusta-dev/robusta,https://github.com/robusta-dev/robusta,MIT,2021-06-20 08:45:36,2023-07-13 15:07:18,2023-07-13 12:39:11,1409,140.0,179.0,30.0,798.0,105.0,86.0,2046,2023-07-12 15:39:20,0.10.19,,83.0,100.0,"Kubernetes observability and automation, with an awesome Prometheus integration.",211.0,211.0,49.0,https://pypi.org/project/robusta,83.0,28,True,1,,,
19,piccolo,piccolo-orm/piccolo,piccolo,[],databases-sql,https://github.com/piccolo-orm/piccolo,https://github.com/piccolo-orm/piccolo,MIT,2018-10-27 20:53:26,2023-07-13 15:22:01,2023-07-13 14:13:25,1701,34.0,71.0,14.0,405.0,87.0,229.0,1056,2023-07-07 21:55:36,0.117.0,,17623.0,100.0,"A fast, user friendly ORM and query builder which supports asyncio.",266.0,266.0,41.0,https://pypi.org/project/piccolo,17623.0,28,True,3,,,
20,elementary,elementary-data/elementary,elementary,[],data-observability,https://github.com/elementary-data/elementary,https://github.com/elementary-data/elementary,Apache-2.0,2021-08-30 08:45:23,2023-07-13 15:59:06,2023-07-13 15:59:04,3784,554.0,94.0,9.0,657.0,116.0,217.0,1274,2023-06-21 10:34:47,0.8.2,,,74.0,Open-source data observability for analytics engineers.,23.0,23.0,48.0,https://pypi.org/project/elementary,,25,True,1,,,
21,redisOM,redis/redis-om-python,redis-om-python,[],databases-key-value,https://github.com/redis/redis-om-python,https://github.com/redis/redis-om-python,MIT,2021-08-31 01:10:13,2023-07-12 21:27:32,2023-07-12 10:27:57,547,13.0,76.0,19.0,353.0,101.0,81.0,762,2023-07-12 10:27:15,0.2.0,,,16.0,"Object mapping, and more, for Redis and Python.",571.0,571.0,22.0,https://pypi.org/project/redis-om-python,,22,True,1,7.0,,
22,flask-pydantic,bauerji/flask-pydantic,flask-pydantic,[],http-server-integrations,https://github.com/bauerji/flask-pydantic,https://github.com/bauerji/flask-pydantic,MIT,2020-01-06 17:45:59,2023-06-04 13:56:44,2023-01-02 16:09:46,148,,43.0,4.0,35.0,17.0,22.0,286,,,,115407.0,,flask extension for integration with the awesome pydantic package.,427.0,427.0,12.0,https://pypi.org/project/flask-pydantic,115407.0,21,True,2,,,
23,geojson-pydantic,developmentseed/geojson-pydantic,geojson-pydantic,[],geojson,https://github.com/developmentseed/geojson-pydantic,https://github.com/developmentseed/geojson-pydantic,MIT,2020-05-21 22:29:07,2023-07-13 08:35:29,2023-07-06 20:39:50,257,32.0,32.0,13.0,74.0,4.0,50.0,142,,,,56901.0,,Pydantic data models for the GeoJSON spec.,259.0,259.0,20.0,https://pypi.org/project/geojson-pydantic,56901.0,21,True,1,,,
24,Opyrator,ml-tooling/opyrator,opyrator,[],ai-service-deployment-framework,https://github.com/ml-tooling/opyrator,https://github.com/ml-tooling/opyrator,MIT,2021-04-06 08:09:06,2023-06-02 18:26:52,2021-05-06 12:10:38,127,,143.0,50.0,40.0,,30.0,2860,2021-05-01 13:59:02,0.0.11,,88.0,2.0,"Turns your machine learning code into microservices with web API, interactive GUI, and more.",46.0,46.0,4.0,https://pypi.org/project/opyrator,88.0,20,True,3,,,
25,odmantic,art049/odmantic,odmantic,[],databases-document,https://github.com/art049/odmantic,https://github.com/art049/odmantic,ISC,2020-05-01 13:59:45,2023-07-01 15:18:31,2023-01-03 19:16:25,478,,73.0,22.0,211.0,47.0,80.0,807,2023-01-03 20:08:22,0.9.2,,14128.0,18.0,Sync and Async ODM (Object Document Mapper) for MongoDB based on python type hints.,,,16.0,https://pypi.org/project/odmantic,14128.0,20,True,3,1.0,,
26,djantic,jordaneremieff/djantic,djantic,[],http-server-integrations,https://github.com/jordaneremieff/djantic,https://github.com/jordaneremieff/djantic,MIT,2020-08-02 12:06:11,2023-02-15 19:53:09,2023-02-13 12:15:42,120,,27.0,7.0,36.0,11.0,27.0,358,2022-04-14 10:14:45,0.7.0,,12210.0,15.0,Pydantic model support for Django.,55.0,55.0,4.0,https://pypi.org/project/djantic,12210.0,20,True,2,,,
27,pydantic-xml,dapper91/pydantic-xml,pydantic-xml,[],xml,https://github.com/dapper91/pydantic-xml,https://github.com/dapper91/pydantic-xml,Unlicense,2022-04-26 19:28:39,2023-07-13 16:27:29,2023-06-23 20:09:04,131,30.0,10.0,3.0,47.0,5.0,21.0,63,2023-06-23 20:11:32,0.7.0,,28964.0,12.0,pydantic xml extension.,19.0,19.0,5.0,https://pypi.org/project/pydantic-xml,28964.0,20,True,1,,,
28,pythogen,artsmolin/pythogen,pythogen,[],http-client-generators,https://github.com/artsmolin/pythogen,https://github.com/artsmolin/pythogen,MIT,2022-05-23 07:49:27,2023-07-13 08:24:00,2023-07-13 08:19:27,227,73.0,5.0,5.0,33.0,2.0,17.0,42,2023-07-13 08:24:00,0.2.5,,2468.0,50.0,Awesome python HTTP-clients from OpenAPI.,,,10.0,https://pypi.org/project/pythogen,2468.0,18,True,1,,,
29,graphene-pydantic,graphql-python/graphene-pydantic,graphene-pydantic,[],graphql-server-integrations,https://github.com/graphql-python/graphene-pydantic,https://github.com/graphql-python/graphene-pydantic,,2019-06-20 00:49:40,2023-05-17 15:30:52,2023-01-09 02:42:44,186,,40.0,8.0,49.0,11.0,27.0,189,2022-01-25 16:40:44,0.2.0,,8186.0,5.0,Integrate GraphQL with your Pydantic models.,,,16.0,https://pypi.org/project/graphene-pydantic,8186.0,17,True,3,,,
30,pydantic-factories,starlite-api/pydantic-factories,pydantic-factories,[],data-generation,https://github.com/litestar-org/pydantic-factories,https://github.com/litestar-org/pydantic-factories,MIT,2023-03-25 12:51:12,2023-04-03 15:10:03,2023-04-03 15:09:07,309,,,2.0,,,,9,2023-04-03 15:10:03,1.17.3,,133562.0,1.0,Simple and powerful mock data generation using pydantic or dataclasses.,411.0,411.0,28.0,https://pypi.org/project/pydantic-factories,133562.0,17,True,1,,,litestar-org/pydantic-factories
31,pydbantic,codemation/pydbantic,pydbantic,[],databases-sql,https://github.com/codemation/pydbantic,https://github.com/codemation/pydbantic,Apache-2.0,2021-09-01 18:02:26,2023-04-15 22:14:37,2023-04-15 22:09:50,159,1.0,11.0,5.0,34.0,2.0,16.0,204,2023-04-15 22:14:37,0.0.41,,824.0,31.0,"A single model for shaping, creating, accessing, storing data within a Database.",12.0,12.0,9.0,https://pypi.org/project/pydbantic,824.0,16,True,3,-1.0,,
32,pydantic-aioredis,andrewthetechie/pydantic-aioredis,pydantic-aioredis,[],databases-key-value,https://github.com/andrewthetechie/pydantic-aioredis,https://github.com/andrewthetechie/pydantic-aioredis,,2021-08-06 19:12:00,2023-07-12 19:25:09,2023-07-12 19:25:07,724,107.0,4.0,1.0,668.0,1.0,25.0,40,2023-03-30 03:30:46,1.2.3,,574.0,26.0,A Declarative ORM for Redis using Pydantic Models and aioredis.,6.0,6.0,6.0,https://pypi.org/project/pydantic-aioredis,574.0,16,True,3,,,
33,patito,kolonialno/patito,patito,[],data-structures,https://github.com/kolonialno/patito,https://github.com/kolonialno/patito,MIT,2022-04-21 08:54:31,2023-06-21 19:22:44,2022-12-15 10:03:27,92,,6.0,26.0,37.0,27.0,2.0,197,2022-12-02 17:38:25,0.4.4,,781.0,20.0,A data modelling layer built on top of polars and pydantic.,3.0,3.0,,https://pypi.org/project/patito,781.0,15,True,1,,,
34,pyngo,yezz123/pyngo,pyngo,[],http-server-integrations,https://github.com/yezz123/pyngo,https://github.com/yezz123/pyngo,MIT,2021-11-25 00:14:05,2023-07-03 12:29:02,2023-07-03 12:28:04,94,13.0,5.0,2.0,66.0,,1.0,54,2023-04-02 19:16:11,1.6.0,,6348.0,7.0,Pydantic model support for Django & Django-Rest-Framework.,3.0,3.0,5.0,https://pypi.org/project/pyngo,6348.0,15,True,3,,,
35,mongox,aminalaee/mongox,mongox,[],databases-document,https://github.com/aminalaee/mongox,https://github.com/aminalaee/mongox,MIT,2021-11-12 09:49:07,2023-03-01 09:00:21,2022-11-09 08:50:55,61,,8.0,6.0,84.0,3.0,13.0,119,2022-11-09 08:51:02,0.1.2,,47.0,6.0,Familiar async Python MongoDB ODM.,5.0,5.0,8.0,https://pypi.org/project/mongox,47.0,12,True,3,,,
36,pydantic-spark,godatadriven/pydantic-spark,pydantic-spark,[],data-structures,https://github.com/godatadriven/pydantic-spark,https://github.com/godatadriven/pydantic-spark,MIT,2022-02-03 10:43:26,2023-04-14 16:02:34,2022-10-31 11:41:14,22,,3.0,3.0,36.0,1.0,,16,,,,24483.0,,,5.0,5.0,3.0,https://pypi.org/project/pydantic-spark,24483.0,11,False,3,,,
37,sanic-pydantic,nf1s/sanic-pydantic,sanic-pydantic,[],http-server-integrations,https://github.com/nf1s/sanic-pydantic,https://github.com/nf1s/sanic-pydantic,MIT,2020-04-03 08:24:55,2023-02-11 01:45:39,2022-05-12 19:27:29,87,,3.0,,21.0,,5.0,6,2021-10-14 08:22:48,1.2.1,,41.0,3.0,A library for parsing and validating http requests for sanic web-framework using pydantic library.,4.0,4.0,3.0,https://pypi.org/project/sanic-pydantic,41.0,11,True,3,,,
38,aiohttp-pydantic,Maillol/aiohttp-pydantic,aiohttp-pydantic,[],http-server-integrations,https://github.com/Maillol/aiohttp-pydantic,https://github.com/Maillol/aiohttp-pydantic,MIT,2020-10-04 10:32:00,2022-12-19 10:16:06,2022-12-12 06:10:33,81,,14.0,2.0,24.0,7.0,13.0,55,,,,5102.0,,Aiohttp View that validates request body and query sting regarding the annotations declared in the View method.,,,7.0,https://pypi.org/project/aiohttp-pydantic,5102.0,10,True,3,,,
39,pydantic-numpy,cheind/pydantic-numpy,pydantic-numpy,[],data-structures,https://github.com/cheind/pydantic-numpy,https://github.com/cheind/pydantic-numpy,MIT,2022-03-25 04:15:58,2022-12-09 11:37:55,2022-12-09 11:37:52,55,,4.0,3.0,7.0,2.0,2.0,46,,,,6099.0,,Seamlessly integrate numpy arrays into pydantic models.,,,5.0,https://pypi.org/project/pydantic-numpy,6099.0,10,True,3,,,
40,pydantic_schemaorg,lexiq-legal/pydantic_schemaorg,pydantic_schemaorg,[],schemas,https://github.com/lexiq-legal/pydantic_schemaorg,https://github.com/lexiq-legal/pydantic_schemaorg,MIT,2021-11-29 14:51:59,2022-12-12 20:58:08,2022-02-18 19:47:31,62,,4.0,1.0,2.0,7.0,3.0,37,2022-02-18 19:48:32,1.0.6a2,,371.0,14.0,Schema.org classes in pydantic.,,,,https://pypi.org/project/pydantic_schemaorg,371.0,10,True,1,,,
41,xsdata-pydantic,tefra/xsdata-pydantic,xsdata-pydantic,[],xml,https://github.com/tefra/xsdata-pydantic,https://github.com/tefra/xsdata-pydantic,MIT,2021-11-04 11:15:58,2023-06-26 20:53:50,2023-02-26 18:10:56,21,,2.0,3.0,8.0,3.0,7.0,24,2022-10-02 07:20:59,22.10,,953.0,1.0,Naive XML & JSON Bindings for python pydantic classes!.,,,,https://pypi.org/project/xsdata-pydantic,953.0,10,True,3,,,
42,nebula-carina,nebula-contrib/nebula-carina,nebula-carina,[],databases-graph,https://github.com/nebula-contrib/nebula-carina,https://github.com/nebula-contrib/nebula-carina,MIT,2022-06-03 14:45:40,2023-05-03 12:27:56,2023-02-17 08:17:25,111,,5.0,6.0,5.0,5.0,4.0,19,2023-02-20 14:39:56,release-0.3.1,,25.0,6.0,A pydantic based python ORM framework for graph database NebulaGraph 3.,,,2.0,https://pypi.org/project/nebula-carina,25.0,10,True,1,,,
43,pydantic-ssm-settings,developmentseed/pydantic-ssm-settings,pydantic-ssm-settings,[],aws,https://github.com/developmentseed/pydantic-ssm-settings,https://github.com/developmentseed/pydantic-ssm-settings,MIT,2021-09-07 20:49:37,2022-09-26 16:40:57,2022-09-26 16:40:54,42,,2.0,3.0,9.0,,2.0,15,2022-09-26 16:39:42,0.2.4,21.0,1793.0,5.0,Replace Pydantics builtin Secret Support with a configuration provider that loads parameters from AWS Systems Manager..,,,4.0,https://pypi.org/project/pydantic-ssm-settings,1792.0,10,True,2,,,
44,pydantic-geojson,gb-libs/pydantic-geojson,pydantic-geojson,[],geojson,https://github.com/gb-libs/pydantic-geojson,https://github.com/gb-libs/pydantic-geojson,MIT,2022-01-18 09:59:26,2023-07-04 20:59:46,2023-04-10 20:44:25,49,,4.0,1.0,15.0,2.0,7.0,9,,,,4473.0,,Pydantic validation for GeoJson.,,,5.0,https://pypi.org/project/pydantic-geojson,4473.0,10,True,3,,,
45,arangodantic,ioxiocom/arangodantic,arangodantic,[],databases-graph,https://github.com/ioxiocom/arangodantic,https://github.com/ioxiocom/arangodantic,BSD-3-Clause,2020-09-29 08:45:54,2022-11-06 13:35:46,2022-08-19 13:21:50,22,,5.0,5.0,17.0,2.0,,12,2022-08-05 10:56:33,0.3.1,,117.0,3.0,,1.0,1.0,3.0,https://pypi.org/project/arangodantic,117.0,9,False,3,,,
46,pydantic-sqs,andrewthetechie/pydantic-sqs,pydantic-sqs,[],aws,https://github.com/andrewthetechie/pydantic-sqs,https://github.com/andrewthetechie/pydantic-sqs,,2022-10-31 23:59:40,2023-07-13 13:08:17,2023-07-13 13:06:21,241,59.0,,2.0,200.0,3.0,,1,2023-02-19 17:12:21,0.2.0,,21.0,2.0,Send and receive Pydantic models with AWS SQS.,,,2.0,https://pypi.org/project/pydantic-sqs,21.0,9,True,2,,,
47,pydantic-kms-secrets,nplutt/pydantic-kms-secrets,pydantic-kms-secrets,[],aws,https://github.com/nplutt/pydantic-kms-secrets,https://github.com/nplutt/pydantic-kms-secrets,MIT,2020-07-18 03:41:21,2020-08-16 17:36:45,2020-08-16 17:34:46,15,,1.0,1.0,2.0,,,2,2020-08-16 17:36:45,0.3.0,,1675.0,4.0,Utility to decrypt and encrypt secrets using AWS KMS keys that also integrates with pydantic models which allows for..,,,,https://pypi.org/project/pydantic-kms-secrets,1675.0,8,True,3,,,
48,lambdantic,koxudaxi/lambdantic,lambdantic,[],aws,https://github.com/koxudaxi/lambdantic,https://github.com/koxudaxi/lambdantic,MIT,2019-09-08 13:35:27,2020-04-20 16:29:21,2020-04-20 16:27:49,20,,1.0,4.0,7.0,,,15,2020-04-20 16:29:21,0.0.4,,12.0,4.0,Pydantic model and lambda event handler for AWS Lambda.,,,2.0,https://pypi.org/project/lambdantic,12.0,6,True,3,-1.0,,
49,aws-appconfig-pydantic,Validus-Risk-Management/aws-appconfig-pydantic,aws-appconfig-pydantic,[],aws,https://github.com/Validus-Risk-Management/aws-appconfig-pydantic,https://github.com/Validus-Risk-Management/aws-appconfig-pydantic,Apache-2.0,2021-09-23 14:21:07,2022-12-27 17:37:38,2022-10-31 12:00:04,27,,1.0,3.0,5.0,,,4,,,,,,AWS AppConfig + Pydantic.,,,3.0,https://pypi.org/project/aws-appconfig-pydantic,,6,True,3,,,
50,jsonapi-pydantic,impocode/jsonapi-pydantic,jsonapi-pydantic,[],jsonapi,https://github.com/impocode/jsonapi-pydantic,https://github.com/impocode/jsonapi-pydantic,MIT,2022-07-22 14:48:18,2022-11-15 13:11:45,2022-11-15 13:11:09,14,,,1.0,,,,1,2022-11-15 13:15:24,0.1.5,24.0,66.0,6.0,jsonapi-pydantic provides a suite of Pydantic models matching the JSON:API specification.,,,,https://pypi.org/project/jsonapi-pydantic,64.0,6,True,1,,,
51,neontology,ontolocy/neontology,neontology,[],databases-graph,https://github.com/ontolocy/neontology,https://github.com/ontolocy/neontology,MIT,2022-08-09 14:03:49,2022-11-25 12:36:18,2022-11-25 12:35:37,18,,2.0,2.0,8.0,,,4,,,,131.0,,"Easily ingest data into a Neo4j graph database with Python, pandas and Pydantic.",,,,https://pypi.org/project/neontology,131.0,5,True,3,,,
