,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,github_release_downloads,trending,docs_url,updated_github_id
0,transformers,huggingface/transformers,transformers,[],transformer,https://github.com/huggingface/transformers,https://github.com/huggingface/transformers,Apache-2.0,2018-10-29 13:56:00,2024-03-14 17:57:57,2024-03-14 16:35:31,15358,596.0,23263.0,1087.0,15016.0,785.0,13498.0,122090,2024-03-01 03:24:28,4.38.2,100.0,"Transformers: State-of-the-art Machine Learning for Pytorch, TensorFlow, and JAX.",146964.0,146964.0,2468.0,https://pypi.org/project/transformers,22133209.0,22133209.0,50,True,1,,,,
1,fastapi,tiangolo/fastapi,fastapi,[],microservice-frameworks,https://github.com/tiangolo/fastapi,https://github.com/tiangolo/fastapi,MIT,2018-12-08 08:21:47,2024-03-14 17:04:26,2024-03-14 17:04:25,3841,507.0,5730.0,655.0,3129.0,41.0,3354.0,69266,2024-02-24 23:20:47,0.110.0,100.0,"FastAPI framework, high performance, easy to learn, fast to code, ready for production.",322723.0,322723.0,600.0,https://pypi.org/project/fastapi,39862643.0,39862643.0,47,True,1,,,,
2,ray,ray-project/ray,ray,[],distributed-application,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30,2024-03-14 18:04:24,2024-03-14 17:27:46,21022,834.0,5036.0,471.0,26715.0,3100.0,13891.0,30349,2024-02-22 19:57:55,ray-2.9.3,79.0,Ray is a unified framework for scaling AI and Python applications. Ray consists of a core distributed runtime and a..,14182.0,14182.0,985.0,https://pypi.org/project/ray,3424715.0,3424717.0,44,True,1,208.0,,,
3,SpaCy,explosion/spaCy,spacy,[],nlp,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40,2024-03-07 13:56:38,2024-02-20 12:17:51,16117,28.0,4183.0,554.0,3965.0,84.0,5479.0,28439,2024-02-15 19:16:59,3.7.4,100.0,Industrial-strength Natural Language Processing (NLP) in Python.,82503.0,82503.0,748.0,https://pypi.org/project/spacy,6515447.0,6515447.0,44,True,1,,,,
4,prefect,PrefectHQ/prefect,prefect,[],data-workflows,https://github.com/PrefectHQ/prefect,https://github.com/PrefectHQ/prefect,Apache-2.0,2018-06-29 21:59:26,2024-03-14 17:59:25,2024-03-14 17:53:45,16012,514.0,1408.0,159.0,7142.0,609.0,3978.0,14253,2024-03-07 23:04:03,2.16.3,100.0,"Prefect is a workflow orchestration tool empowering developers to build, observe, and react to data pipelines.",4576.0,4576.0,232.0,https://pypi.org/project/prefect,735103.0,735103.0,43,True,1,,,,
5,jina,jina-ai/jina,jina,[],ai-service-deployment-framework,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44,2024-03-14 15:43:47,2024-03-11 23:04:11,8526,17.0,2153.0,206.0,4165.0,12.0,1918.0,19762,2024-03-11 09:51:59,3.24.0,100.0,Build multimodal AI applications with cloud-native stack.,1671.0,1671.0,176.0,https://pypi.org/project/jina,85786.0,85786.0,39,True,1,,,,
6,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],databases-sql,https://github.com/tiangolo/sqlmodel,https://github.com/tiangolo/sqlmodel,MIT,2021-08-24 14:26:53,2024-03-13 19:31:41,2024-03-13 19:31:41,378,11.0,513.0,151.0,336.0,173.0,153.0,12534,2024-02-17 13:54:28,0.0.16,15.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",10311.0,10311.0,71.0,https://pypi.org/project/sqlmodel,1067051.0,1067051.0,36,True,1,,1.0,,
7,litestar,litestar-org/litestar,litestar,[],microservice-frameworks,https://github.com/litestar-org/litestar,https://github.com/litestar-org/litestar,MIT,2021-12-06 19:43:06,2024-03-14 17:26:53,2024-03-14 07:14:47,2657,178.0,312.0,36.0,2092.0,121.0,798.0,4229,2024-03-10 17:07:49,2.7.0,100.0,"Production-ready, Light, Flexible and Extensible ASGI API framework | Effortlessly Build Performant APIs.",423.0,423.0,182.0,https://pypi.org/project/litestar,609304.0,609304.0,35,True,3,,1.0,,
8,datamodel-code-generator,koxudaxi/datamodel-code-generator,datamodel-code-generator,[],code-generator,https://github.com/koxudaxi/datamodel-code-generator,https://github.com/koxudaxi/datamodel-code-generator,MIT,2019-05-29 08:01:32,2024-03-14 08:43:37,2024-03-10 08:02:55,1068,47.0,249.0,23.0,1365.0,136.0,342.0,2193,2024-02-13 18:09:23,0.25.4,100.0,"Pydantic model and dataclasses.dataclass generator for easy conversion of JSON, OpenAPI, JSON Schema, and YAML data..",1108.0,1108.0,112.0,https://pypi.org/project/datamodel-code-generator,803012.0,803012.0,34,True,1,,,,
9,ZenML,zenml-io/zenml,zenml,[],ai-service-deployment-framework,https://github.com/zenml-io/zenml,https://github.com/zenml-io/zenml,Apache-2.0,2020-11-19 09:25:46,2024-03-14 15:22:35,2024-03-06 14:25:05,6328,221.0,378.0,40.0,2241.0,34.0,234.0,3575,2024-03-06 16:01:37,0.55.5,100.0,"ZenML : Build portable, production-ready MLOps pipelines. https://zenml.io.",433.0,433.0,89.0,https://pypi.org/project/zenml,31180.0,31180.0,33,True,3,1.0,,,
