,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,updated_github_id,github_release_downloads,trending,docs_url
0,transformers,huggingface/transformers,transformers,[],transformer,https://github.com/huggingface/transformers,https://github.com/huggingface/transformers,Apache-2.0,2018-10-29 13:56:00,2024-09-19 17:19:12,2024-09-19 16:42:47,16870,670.0,25323.0,1116.0,17430.0,1048.0,14672.0,132234,2024-08-22 16:56:32,4.44.2,100.0,"Transformers: State-of-the-art Machine Learning for Pytorch, TensorFlow, and JAX.",216421.0,216421.0,2818.0,https://pypi.org/project/transformers,36352759.0,36352759.0,52,True,1,,,,
1,fastapi,tiangolo/fastapi,fastapi,[],microservice-frameworks,https://github.com/fastapi/fastapi,https://github.com/fastapi/fastapi,MIT,2018-12-08 08:21:47,2024-09-19 09:47:55,2024-09-19 09:47:54,4730,400.0,6326.0,674.0,3569.0,39.0,3388.0,75765,2024-09-17 19:17:23,0.115.0,100.0,"FastAPI framework, high performance, easy to learn, fast to code, ready for production.",444239.0,444239.0,685.0,https://pypi.org/project/fastapi,63360863.0,63360863.0,48,True,1,fastapi/fastapi,,,
2,ray,ray-project/ray,ray,[],distributed-application,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30,2024-09-19 18:00:14,2024-09-19 16:57:48,22665,708.0,5494.0,474.0,29017.0,3511.0,14922.0,33089,2024-09-17 18:30:24,ray-2.36.0,94.0,Ray is a unified framework for scaling AI and Python applications. Ray consists of a core distributed runtime and a..,17810.0,17810.0,1071.0,https://pypi.org/project/ray,5042361.0,5042363.0,45,True,1,,235.0,,
3,prefect,PrefectHQ/prefect,prefect,[],data-workflows,https://github.com/PrefectHQ/prefect,https://github.com/PrefectHQ/prefect,Apache-2.0,2018-06-29 21:59:26,2024-09-19 16:04:57,2024-09-19 15:50:46,17692,619.0,1538.0,164.0,9331.0,796.0,4694.0,15858,2024-09-13 17:43:38,3.0.2,100.0,Prefect is a workflow orchestration framework for building resilient data pipelines in Python.,5633.0,5633.0,274.0,https://pypi.org/project/prefect,3307429.0,3307429.0,44,True,1,,,1.0,
4,SpaCy,explosion/spaCy,spacy,[],nlp,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40,2024-09-14 11:13:17,2024-09-14 09:36:27,16169,36.0,4281.0,561.0,4013.0,120.0,5512.0,29686,2024-08-20 14:28:21,release-v3.7.6,100.0,Industrial-strength Natural Language Processing (NLP) in Python.,99076.0,99076.0,757.0,https://pypi.org/project/spacy,12654939.0,12654941.0,43,True,1,,167.0,,
5,jina,jina-ai/jina,jina,[],ai-service-deployment-framework,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44,2024-09-19 17:24:26,2024-09-18 23:03:46,8587,42.0,2199.0,211.0,4200.0,6.0,1936.0,20928,2024-09-18 19:05:39,3.27.11,100.0,Build multimodal AI applications with cloud-native stack.,1764.0,1764.0,177.0,https://pypi.org/project/jina,83026.0,83026.0,39,True,1,,,,
6,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],databases-sql,https://github.com/fastapi/sqlmodel,https://github.com/fastapi/sqlmodel,MIT,2021-08-24 14:26:53,2024-09-18 11:48:57,2024-09-18 11:48:56,548,111.0,583.0,147.0,484.0,175.0,159.0,14098,2024-08-31 09:42:46,0.0.22,21.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",15434.0,15434.0,79.0,https://pypi.org/project/sqlmodel,1942858.0,1942858.0,36,True,1,fastapi/sqlmodel,,,
7,litestar,litestar-org/litestar,litestar,[],microservice-frameworks,https://github.com/litestar-org/litestar,https://github.com/litestar-org/litestar,MIT,2021-12-06 19:43:06,2024-09-17 16:55:11,2024-09-17 16:53:14,2899,64.0,361.0,40.0,2405.0,154.0,944.0,5376,2024-08-27 17:55:31,2.11.0,100.0,"Production-ready, Light, Flexible and Extensible ASGI API framework | Effortlessly Build Performant APIs.",930.0,930.0,209.0,https://pypi.org/project/litestar,367329.0,367329.0,35,True,3,,,,
8,pandera,unionai-oss/pandera,pandera,[],data-testing,https://github.com/unionai-oss/pandera,https://github.com/unionai-oss/pandera,MIT,2018-11-01 02:18:34,2024-09-14 14:48:46,2024-08-31 20:07:41,766,43.0,303.0,19.0,777.0,356.0,512.0,3267,2024-09-03 15:32:10,0.20.4,95.0,"A light-weight, flexible, and expressive statistical data testing library.",1877.0,1877.0,144.0,https://pypi.org/project/pandera,5326710.0,5326710.0,34,True,1,,,,https://pandera.readthedocs.io/en/stable/pydantic_integration.html
9,datamodel-code-generator,koxudaxi/datamodel-code-generator,datamodel-code-generator,[],code-generator,https://github.com/koxudaxi/datamodel-code-generator,https://github.com/koxudaxi/datamodel-code-generator,MIT,2019-05-29 08:01:32,2024-09-16 17:46:52,2024-09-12 15:47:20,1157,34.0,293.0,24.0,1490.0,192.0,362.0,2626,2024-09-02 16:43:07,0.26.0,100.0,"Pydantic model and dataclasses.dataclass generator for easy conversion of JSON, OpenAPI, JSON Schema, and YAML data..",1390.0,1390.0,131.0,https://pypi.org/project/datamodel-code-generator,1439769.0,1439769.0,34,True,1,,,,
