,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,updated_github_id,github_release_downloads,trending,docs_url
0,transformers,huggingface/transformers,transformers,[],transformer,https://github.com/huggingface/transformers,https://github.com/huggingface/transformers,Apache-2.0,2018-10-29 13:56:00,2024-09-12 17:27:35,2024-09-12 17:16:12,16813,661.0,25255.0,1117.0,17326.0,1051.0,14623.0,131920,2024-08-22 16:56:32,4.44.2,100.0,"Transformers: State-of-the-art Machine Learning for Pytorch, TensorFlow, and JAX.",213637.0,213637.0,2804.0,https://pypi.org/project/transformers,36266783.0,36266783.0,52,True,1,,,,
1,fastapi,tiangolo/fastapi,fastapi,[],microservice-frameworks,https://github.com/fastapi/fastapi,https://github.com/fastapi/fastapi,MIT,2018-12-08 08:21:47,2024-09-12 17:47:25,2024-09-12 17:06:34,4713,395.0,6305.0,673.0,3551.0,39.0,3387.0,75534,2024-09-11 07:47:56,0.114.1,100.0,"FastAPI framework, high performance, easy to learn, fast to code, ready for production.",438895.0,438895.0,683.0,https://pypi.org/project/fastapi,57788332.0,57788332.0,48,True,1,fastapi/fastapi,,,
2,ray,ray-project/ray,ray,[],distributed-application,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30,2024-09-12 17:19:35,2024-09-12 17:04:40,22620,724.0,5482.0,474.0,28947.0,3495.0,14890.0,33011,2024-08-28 00:11:51,ray-2.35.0,93.0,Ray is a unified framework for scaling AI and Python applications. Ray consists of a core distributed runtime and a..,17690.0,17690.0,1068.0,https://pypi.org/project/ray,4502341.0,4502343.0,45,True,1,,235.0,,
3,SpaCy,explosion/spaCy,spacy,[],nlp,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40,2024-09-11 19:33:03,2024-09-10 12:29:03,16154,22.0,4279.0,560.0,4012.0,119.0,5511.0,29640,2024-09-11 21:46:11,release-v3.8.0,100.0,Industrial-strength Natural Language Processing (NLP) in Python.,98411.0,98411.0,757.0,https://pypi.org/project/spacy,12193193.0,12193195.0,43,True,1,,218.0,1.0,
4,prefect,PrefectHQ/prefect,prefect,[],data-workflows,https://github.com/PrefectHQ/prefect,https://github.com/PrefectHQ/prefect,Apache-2.0,2018-06-29 21:59:26,2024-09-12 17:53:26,2024-09-12 15:57:55,17654,702.0,1533.0,164.0,9293.0,786.0,4674.0,15816,2024-09-06 17:29:22,3.0.1,100.0,Prefect is a workflow orchestration framework for building resilient data pipelines in Python.,5603.0,5603.0,269.0,https://pypi.org/project/prefect,2609661.0,2609661.0,43,True,1,,,,
5,jina,jina-ai/jina,jina,[],ai-service-deployment-framework,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44,2024-09-12 11:46:25,2024-09-12 09:51:47,8575,30.0,2202.0,212.0,4195.0,6.0,1936.0,20894,2024-09-12 09:52:08,3.27.7,100.0,Build multimodal AI applications with cloud-native stack.,1760.0,1760.0,177.0,https://pypi.org/project/jina,60891.0,60891.0,39,True,1,,,1.0,
6,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],databases-sql,https://github.com/fastapi/sqlmodel,https://github.com/fastapi/sqlmodel,MIT,2021-08-24 14:26:53,2024-09-09 22:51:08,2024-09-08 12:06:10,546,111.0,583.0,146.0,484.0,175.0,159.0,14038,2024-08-31 09:42:46,0.0.22,21.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",15230.0,15230.0,79.0,https://pypi.org/project/sqlmodel,1780930.0,1780930.0,36,True,1,fastapi/sqlmodel,,,
7,litestar,litestar-org/litestar,litestar,[],microservice-frameworks,https://github.com/litestar-org/litestar,https://github.com/litestar-org/litestar,MIT,2021-12-06 19:43:06,2024-09-12 07:04:38,2024-09-12 07:02:47,2883,58.0,360.0,40.0,2393.0,161.0,934.0,5346,2024-08-27 17:55:31,2.11.0,100.0,"Production-ready, Light, Flexible and Extensible ASGI API framework | Effortlessly Build Performant APIs.",915.0,915.0,209.0,https://pypi.org/project/litestar,357475.0,357475.0,35,True,3,,,,
8,pandera,unionai-oss/pandera,pandera,[],data-testing,https://github.com/unionai-oss/pandera,https://github.com/unionai-oss/pandera,MIT,2018-11-01 02:18:34,2024-09-12 02:41:05,2024-08-31 20:07:41,766,44.0,300.0,19.0,776.0,353.0,511.0,3253,2024-09-03 15:32:10,0.20.4,95.0,"A light-weight, flexible, and expressive statistical data testing library.",1863.0,1863.0,144.0,https://pypi.org/project/pandera,4986454.0,4986454.0,34,True,1,,,,https://pandera.readthedocs.io/en/stable/pydantic_integration.html
9,datamodel-code-generator,koxudaxi/datamodel-code-generator,datamodel-code-generator,[],code-generator,https://github.com/koxudaxi/datamodel-code-generator,https://github.com/koxudaxi/datamodel-code-generator,MIT,2019-05-29 08:01:32,2024-09-12 15:47:48,2024-09-12 15:47:20,1157,36.0,291.0,24.0,1487.0,191.0,362.0,2612,2024-09-02 16:43:07,0.26.0,100.0,"Pydantic model and dataclasses.dataclass generator for easy conversion of JSON, OpenAPI, JSON Schema, and YAML data..",1376.0,1376.0,131.0,https://pypi.org/project/datamodel-code-generator,1193705.0,1193705.0,34,True,1,,,,
10,ZenML,zenml-io/zenml,zenml,[],ai-service-deployment-framework,https://github.com/zenml-io/zenml,https://github.com/zenml-io/zenml,Apache-2.0,2020-11-19 09:25:46,2024-09-12 16:07:54,2024-09-12 09:20:20,6731,172.0,421.0,41.0,2691.0,31.0,266.0,3926,2024-09-09 18:32:49,0.66.0,100.0,ZenML : The bridge between ML and Ops. https://zenml.io.,686.0,686.0,97.0,https://pypi.org/project/zenml,56827.0,56827.0,32,True,3,,2.0,-1.0,
11,DeepPavlov,deeppavlov/DeepPavlov,deeppavlov,[],nlp,https://github.com/deeppavlov/DeepPavlov,https://github.com/deeppavlov/DeepPavlov,Apache-2.0,2017-11-17 14:35:29,2024-08-12 17:09:11,2024-08-12 17:08:04,2710,2.0,1130.0,209.0,1051.0,24.0,615.0,6651,2024-08-12 17:09:11,1.7.0,64.0,An open source library for deep learning end-to-end dialog systems and chatbots.,406.0,406.0,77.0,https://pypi.org/project/deeppavlov,10718.0,10718.0,31,True,3,,,,
12,beanie,roman-right/beanie,beanie,[],databases-document,https://github.com/BeanieODM/beanie,https://github.com/BeanieODM/beanie,Apache-2.0,2021-02-23 20:11:23,2024-09-08 00:27:26,2024-09-08 00:27:26,509,32.0,209.0,18.0,372.0,83.0,339.0,1997,2024-05-01 19:47:15,1.26.0,100.0,Asynchronous Python ODM for MongoDB.,2745.0,2745.0,91.0,https://pypi.org/project/beanie,228159.0,228159.0,31,True,1,BeanieODM/beanie,,,
13,django-ninja,vitalik/django-ninja,django-ninja,[],http-server-integrations,https://github.com/vitalik/django-ninja,https://github.com/vitalik/django-ninja,MIT,2020-05-19 08:48:53,2024-09-05 09:51:50,2024-09-05 09:51:50,1202,65.0,416.0,72.0,348.0,296.0,524.0,6929,2024-08-15 09:14:29,1.3.0,43.0,"Fast, Async-ready, Openapi, type hints based framework for building APIs.",,,143.0,https://pypi.org/project/django-ninja,460195.0,460195.0,30,True,1,,,,
