,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,github_release_downloads,trending,docs_url,updated_github_id
0,transformers,huggingface/transformers,transformers,[],transformer,https://github.com/huggingface/transformers,https://github.com/huggingface/transformers,Apache-2.0,2018-10-29 13:56:00,2023-11-30 17:49:10,2023-11-30 14:16:31,14606,729.0,22057.0,1084.0,14014.0,681.0,12738.0,116183,2023-11-15 16:39:42,4.35.2,100.0,"Transformers: State-of-the-art Machine Learning for Pytorch, TensorFlow, and JAX.",117821.0,117821.0,2281.0,https://pypi.org/project/transformers,17953372.0,17953372.0,50,True,1,,,,
1,fastapi,tiangolo/fastapi,fastapi,[],microservice-frameworks,https://github.com/tiangolo/fastapi,https://github.com/tiangolo/fastapi,MIT,2018-12-08 08:21:47,2023-11-30 14:51:43,2023-11-28 12:10:38,3322,146.0,5340.0,648.0,2851.0,31.0,3342.0,65280,2023-10-30 10:05:55,0.104.1,100.0,"FastAPI framework, high performance, easy to learn, fast to code, ready for production.",271728.0,271728.0,514.0,https://pypi.org/project/fastapi,25676620.0,25676620.0,46,True,1,,,,
2,ray,ray-project/ray,ray,[],distributed-application,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30,2023-11-30 18:00:44,2023-11-30 12:14:41,19994,1005.0,4773.0,472.0,25229.0,3088.0,12925.0,28843,2023-11-03 00:55:09,ray-2.8.0,74.0,Ray is a unified framework for scaling AI and Python applications. Ray consists of a core distributed runtime and a..,12515.0,12515.0,946.0,https://pypi.org/project/ray,2528974.0,2528975.0,44,True,1,126.0,,,
3,SpaCy,explosion/spaCy,spacy,[],nlp,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40,2023-11-30 15:36:22,2023-11-29 08:11:54,16076,67.0,4148.0,565.0,3919.0,74.0,5436.0,27681,2023-10-16 16:11:22,3.7.2,100.0,Industrial-strength Natural Language Processing (NLP) in Python.,75053.0,75053.0,745.0,https://pypi.org/project/spacy,6314020.0,6314020.0,44,True,1,,,,
4,prefect,PrefectHQ/prefect,prefect,[],data-workflows,https://github.com/PrefectHQ/prefect,https://github.com/PrefectHQ/prefect,Apache-2.0,2018-06-29 21:59:26,2023-11-30 17:33:22,2023-11-30 16:22:33,15405,385.0,1349.0,156.0,6423.0,586.0,3718.0,13424,2023-11-28 22:33:46,2.14.8,100.0,"Prefect is a workflow orchestration tool empowering developers to build, observe, and react to data pipelines.",4041.0,4041.0,208.0,https://pypi.org/project/prefect,664443.0,664443.0,43,True,1,,,,
5,jina,jina-ai/jina,jina,[],ai-service-deployment-framework,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44,2023-11-30 16:50:07,2023-11-24 16:15:03,8499,71.0,2140.0,206.0,4142.0,13.0,1904.0,19379,2023-11-20 10:05:49,3.23.0,100.0,Build multimodal AI applications with cloud-native stack.,1329.0,1329.0,177.0,https://pypi.org/project/jina,67039.0,67039.0,40,True,1,,,,
6,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],databases-sql,https://github.com/tiangolo/sqlmodel,https://github.com/tiangolo/sqlmodel,MIT,2021-08-24 14:26:53,2023-11-30 15:23:25,2023-11-30 15:23:25,353,107.0,475.0,149.0,294.0,173.0,153.0,11428,2023-11-18 11:34:40,0.0.12,11.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",8389.0,8389.0,71.0,https://pypi.org/project/sqlmodel,649276.0,649276.0,37,True,1,,1.0,,
7,litestar,litestar-org/litestar,litestar,[],microservice-frameworks,https://github.com/litestar-org/litestar,https://github.com/litestar-org/litestar,MIT,2021-12-06 19:43:06,2023-11-30 12:58:48,2023-11-29 06:38:45,2434,301.0,274.0,33.0,1838.0,89.0,721.0,3487,2023-11-28 10:45:57,2.4.1,100.0,"Production-ready, Light, Flexible and Extensible ASGI API framework | Effortlessly Build Performant APIs.",276.0,276.0,158.0,https://pypi.org/project/litestar,18361.0,18361.0,34,True,3,,,,
8,datamodel-code-generator,koxudaxi/datamodel-code-generator,datamodel-code-generator,[],code-generator,https://github.com/koxudaxi/datamodel-code-generator,https://github.com/koxudaxi/datamodel-code-generator,MIT,2019-05-29 08:01:32,2023-11-30 01:25:37,2023-11-26 16:02:28,1011,117.0,229.0,21.0,1293.0,110.0,310.0,1966,2023-11-26 16:56:40,0.25.1,100.0,"Pydantic model and dataclasses.dataclass generator for easy conversion of JSON, OpenAPI, JSON Schema, and YAML data..",976.0,976.0,103.0,https://pypi.org/project/datamodel-code-generator,558367.0,558367.0,34,True,1,,,,
9,django-ninja,vitalik/django-ninja,django-ninja,[],http-server-integrations,https://github.com/vitalik/django-ninja,https://github.com/vitalik/django-ninja,MIT,2020-05-19 08:48:53,2023-11-29 11:05:01,2023-11-28 14:45:35,1029,119.0,325.0,72.0,262.0,185.0,433.0,5325,2023-11-17 10:15:21,1.0.1,38.0,"Fast, Async-ready, Openapi, type hints based framework for building APIs.",1816.0,1816.0,116.0,https://pypi.org/project/django-ninja,230554.0,230554.0,33,True,1,,,,
10,ZenML,zenml-io/zenml,zenml,[],ai-service-deployment-framework,https://github.com/zenml-io/zenml,https://github.com/zenml-io/zenml,Apache-2.0,2020-11-19 09:25:46,2023-11-30 18:04:16,2023-11-29 14:41:17,6067,206.0,334.0,41.0,1866.0,11.0,203.0,3281,2023-11-28 15:13:02,0.50.0,90.0,"ZenML : Build portable, production-ready MLOps pipelines. https://zenml.io.",243.0,243.0,81.0,https://pypi.org/project/zenml,10053.0,10053.0,33,True,3,1.0,1.0,,
11,DeepPavlov,deeppavlov/DeepPavlov,deeppavlov,[],nlp,https://github.com/deeppavlov/DeepPavlov,https://github.com/deeppavlov/DeepPavlov,Apache-2.0,2017-11-17 14:35:29,2023-11-29 20:04:47,2023-10-17 11:40:34,2699,6.0,1117.0,210.0,1043.0,18.0,613.0,6402,2023-10-17 11:41:15,1.4.0,61.0,An open source library for deep learning end-to-end dialog systems and chatbots.,367.0,367.0,76.0,https://pypi.org/project/deeppavlov,10420.0,10420.0,32,True,3,,,,
12,strawberry,strawberry-graphql/strawberry,strawberry,[],graphql-server-integrations,https://github.com/strawberry-graphql/strawberry,https://github.com/strawberry-graphql/strawberry,MIT,2018-12-21 08:56:55,2023-11-30 09:03:18,2023-11-30 09:03:18,3012,86.0,461.0,43.0,2307.0,348.0,514.0,3542,2023-11-20 17:43:35,0.215.1,100.0,A GraphQL library for Python that leverages type annotations.,2479.0,2479.0,233.0,https://pypi.org/project/strawberry,788.0,864.0,32,True,1,458.0,,https://strawberry.rocks/docs/integrations/pydantic#pydantic-support,
13,pandera,unionai-oss/pandera,pandera,[],data-testing,https://github.com/unionai-oss/pandera,https://github.com/unionai-oss/pandera,MIT,2018-11-01 02:18:34,2023-11-29 00:35:00,2023-11-21 22:19:04,616,29.0,229.0,17.0,598.0,280.0,420.0,2695,2023-09-30 03:45:48,0.17.2,76.0,"A light-weight, flexible, and expressive statistical data testing library.",1164.0,1164.0,107.0,https://pypi.org/project/pandera,1234823.0,1234823.0,32,True,1,,,https://pandera.readthedocs.io/en/stable/pydantic_integration.html,
14,beanie,roman-right/beanie,beanie,[],databases-document,https://github.com/roman-right/beanie,https://github.com/roman-right/beanie,Apache-2.0,2021-02-23 20:11:23,2023-11-17 17:30:54,2023-11-13 03:48:56,446,36.0,167.0,18.0,291.0,50.0,278.0,1568,2023-11-13 03:49:48,1.23.6,100.0,Asynchronous Python ODM for MongoDB.,1710.0,1710.0,63.0,https://pypi.org/project/beanie,139481.0,139481.0,31,True,1,,,,
15,ormar,collerek/ormar,ormar,[],databases-sql,https://github.com/collerek/ormar,https://github.com/collerek/ormar,MIT,2020-08-02 06:34:03,2023-11-28 02:25:23,2023-11-28 02:23:29,1299,32.0,75.0,17.0,737.0,67.0,176.0,1482,2023-06-18 17:05:55,0.12.2,77.0,python async orm with fastapi in mind and pydantic validation.,926.0,926.0,34.0,https://pypi.org/project/ormar,22422.0,22422.0,30,True,2,,,,
16,piccolo,piccolo-orm/piccolo,piccolo,[],databases-sql,https://github.com/piccolo-orm/piccolo,https://github.com/piccolo-orm/piccolo,MIT,2018-10-27 20:53:26,2023-11-30 17:35:37,2023-11-30 13:05:51,1729,18.0,77.0,14.0,422.0,91.0,241.0,1177,2023-11-10 17:30:54,1.1.1,100.0,"A fast, user friendly ORM and query builder which supports asyncio.",304.0,304.0,42.0,https://pypi.org/project/piccolo,23154.0,23154.0,29,True,3,,,,
17,OneFuzz,microsoft/onefuzz,onefuzz,[],security-testing,https://github.com/microsoft/onefuzz,https://github.com/microsoft/onefuzz,MIT,2020-07-27 22:23:30,2023-11-01 09:22:49,2023-10-31 21:19:19,2167,73.0,192.0,91.0,2666.0,192.0,736.0,2784,2023-10-09 20:37:49,8.9.0,100.0,A self-hosted Fuzzing-As-A-Service platform.,12.0,12.0,33.0,https://pypi.org/project/onefuzz,463.0,935.0,28,True,1,17477.0,,,
18,aws-lambda-powertools-python,awslabs/aws-lambda-powertools-python,aws-lambda-powertools-python,[],aws,https://github.com/aws-powertools/powertools-lambda-python,https://github.com/aws-powertools/powertools-lambda-python,MIT-0,2019-11-15 12:26:12,2023-11-30 07:00:44,2023-11-28 21:46:25,3068,296.0,321.0,55.0,2444.0,60.0,750.0,2420,2023-11-28 00:47:13,2.28.1,100.0,A developer toolkit to implement Serverless best practices and increase developer velocity.,1919.0,1919.0,136.0,https://pypi.org/project/aws-lambda-powertools-python,,0.0,28,False,1,29.0,,,aws-powertools/powertools-lambda-python
19,Robusta,robusta-dev/robusta,robusta,[],monitoring,https://github.com/robusta-dev/robusta,https://github.com/robusta-dev/robusta,MIT,2021-06-20 08:45:36,2023-11-30 07:44:37,2023-11-29 12:57:39,1555,97.0,212.0,30.0,955.0,123.0,114.0,2266,2023-10-22 17:06:18,0.10.25,100.0,"Kubernetes observability and automation, with an awesome Prometheus integration.",219.0,219.0,65.0,https://pypi.org/project/robusta,29.0,29.0,28,True,1,,,,
20,elementary,elementary-data/elementary,elementary,[],data-observability,https://github.com/elementary-data/elementary,https://github.com/elementary-data/elementary,Apache-2.0,2021-08-30 08:45:23,2023-11-30 10:52:02,2023-11-29 18:35:44,4486,313.0,124.0,10.0,884.0,162.0,258.0,1530,2023-11-29 18:38:50,0.12.1,82.0,Open-source data observability for analytics engineers.,40.0,40.0,63.0,https://pypi.org/project/elementary,,,25,True,1,,,,
21,odmantic,art049/odmantic,odmantic,[],databases-document,https://github.com/art049/odmantic,https://github.com/art049/odmantic,ISC,2020-05-01 13:59:45,2023-11-21 18:19:44,2023-11-03 20:39:38,482,4.0,78.0,21.0,217.0,55.0,81.0,853,2023-01-03 20:08:22,0.9.2,18.0,Sync and Async ODM (Object Document Mapper) for MongoDB based on python type hints.,3123.0,3123.0,16.0,https://pypi.org/project/odmantic,15364.0,15364.0,25,True,3,,,,
