,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,github_release_downloads,trending,docs_url,updated_github_id
0,transformers,huggingface/transformers,transformers,[],transformer,https://github.com/huggingface/transformers,https://github.com/huggingface/transformers,Apache-2.0,2018-10-29 13:56:00,2024-03-28 17:55:55,2024-03-28 15:19:32,15472,656.0,23484.0,1089.0,15183.0,797.0,13604.0,123233,2024-03-28 17:36:27,4.39.2,100.0,"Transformers: State-of-the-art Machine Learning for Pytorch, TensorFlow, and JAX.",151485.0,151485.0,2502.0,https://pypi.org/project/transformers,23201204.0,23201204.0,50,True,1,,,,
1,fastapi,tiangolo/fastapi,fastapi,[],microservice-frameworks,https://github.com/tiangolo/fastapi,https://github.com/tiangolo/fastapi,MIT,2018-12-08 08:21:47,2024-03-28 06:51:28,2024-03-28 04:05:40,3873,519.0,5773.0,666.0,3159.0,41.0,3355.0,69865,2024-02-24 23:20:47,0.110.0,100.0,"FastAPI framework, high performance, easy to learn, fast to code, ready for production.",330518.0,330518.0,604.0,https://pypi.org/project/fastapi,33082255.0,33082255.0,47,True,1,,,,
2,ray,ray-project/ray,ray,[],distributed-application,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30,2024-03-28 17:17:19,2024-03-28 17:07:43,21140,888.0,5066.0,471.0,26915.0,3111.0,14016.0,30595,2024-03-21 19:02:34,ray-2.10.0,80.0,Ray is a unified framework for scaling AI and Python applications. Ray consists of a core distributed runtime and a..,14448.0,14448.0,993.0,https://pypi.org/project/ray,3557885.0,3557887.0,45,True,1,208.0,1.0,,
3,SpaCy,explosion/spaCy,spacy,[],nlp,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40,2024-03-28 15:57:32,2024-03-26 11:15:25,16121,29.0,4189.0,554.0,3971.0,83.0,5485.0,28549,2024-02-15 19:16:59,3.7.4,100.0,Industrial-strength Natural Language Processing (NLP) in Python.,83634.0,83634.0,749.0,https://pypi.org/project/spacy,7237589.0,7237589.0,44,True,1,,,,
4,prefect,PrefectHQ/prefect,prefect,[],data-workflows,https://github.com/PrefectHQ/prefect,https://github.com/PrefectHQ/prefect,Apache-2.0,2018-06-29 21:59:26,2024-03-28 18:03:08,2024-03-28 17:39:45,16119,579.0,1413.0,156.0,7261.0,607.0,4020.0,14368,2024-03-23 21:09:03,2.16.6,100.0,"Prefect is a workflow orchestration tool empowering developers to build, observe, and react to data pipelines.",4636.0,4636.0,234.0,https://pypi.org/project/prefect,849769.0,849769.0,43,True,1,,,,
5,jina,jina-ai/jina,jina,[],ai-service-deployment-framework,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44,2024-03-20 23:04:00,2024-03-20 23:03:58,8530,21.0,2156.0,206.0,4167.0,13.0,1920.0,19821,2024-03-20 09:39:13,3.24.1,100.0,Build multimodal AI applications with cloud-native stack.,1704.0,1704.0,176.0,https://pypi.org/project/jina,31609.0,31609.0,38,True,1,,,,
6,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],databases-sql,https://github.com/tiangolo/sqlmodel,https://github.com/tiangolo/sqlmodel,MIT,2021-08-24 14:26:53,2024-03-26 21:18:17,2024-03-26 17:35:41,383,16.0,529.0,151.0,343.0,174.0,153.0,12705,2024-02-17 13:54:28,0.0.16,15.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",10768.0,10768.0,71.0,https://pypi.org/project/sqlmodel,1251609.0,1251609.0,36,True,1,,,,
7,litestar,litestar-org/litestar,litestar,[],microservice-frameworks,https://github.com/litestar-org/litestar,https://github.com/litestar-org/litestar,MIT,2021-12-06 19:43:06,2024-03-28 16:28:47,2024-03-28 10:18:34,2681,191.0,315.0,35.0,2140.0,131.0,812.0,4307,2024-03-27 06:45:56,2.7.1,100.0,"Production-ready, Light, Flexible and Extensible ASGI API framework | Effortlessly Build Performant APIs.",451.0,451.0,184.0,https://pypi.org/project/litestar,1064186.0,1064186.0,36,True,3,,1.0,,
8,ZenML,zenml-io/zenml,zenml,[],ai-service-deployment-framework,https://github.com/zenml-io/zenml,https://github.com/zenml-io/zenml,Apache-2.0,2020-11-19 09:25:46,2024-03-28 17:13:12,2024-03-28 13:45:41,6395,250.0,383.0,40.0,2277.0,36.0,238.0,3598,2024-03-25 22:27:41,0.56.2,100.0,"ZenML : Build portable, production-ready MLOps pipelines. https://zenml.io.",457.0,457.0,91.0,https://pypi.org/project/zenml,19253.0,19253.0,33,True,3,1.0,,,
9,pandera,unionai-oss/pandera,pandera,[],data-testing,https://github.com/unionai-oss/pandera,https://github.com/unionai-oss/pandera,MIT,2018-11-01 02:18:34,2024-03-28 16:04:57,2024-03-28 16:04:48,671,46.0,256.0,20.0,653.0,304.0,434.0,2934,2024-03-11 18:57:17,0.18.3,82.0,"A light-weight, flexible, and expressive statistical data testing library.",1431.0,1431.0,119.0,https://pypi.org/project/pandera,2302215.0,2302215.0,33,True,1,,1.0,https://pandera.readthedocs.io/en/stable/pydantic_integration.html,
