,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,github_release_downloads,trending,docs_url,updated_github_id
0,transformers,huggingface/transformers,transformers,[],transformer,https://github.com/huggingface/transformers,https://github.com/huggingface/transformers,Apache-2.0,2018-10-29 13:56:00,2023-12-14 17:42:30,2023-12-14 17:42:25,14743,754.0,22248.0,1072.0,14165.0,687.0,12846.0,117085,2023-12-14 06:57:27,4.36.1,100.0,"Transformers: State-of-the-art Machine Learning for Pytorch, TensorFlow, and JAX.",121809.0,121809.0,2310.0,https://pypi.org/project/transformers,18642119.0,18642119.0,50,True,1,,,,
1,fastapi,tiangolo/fastapi,fastapi,[],microservice-frameworks,https://github.com/tiangolo/fastapi,https://github.com/tiangolo/fastapi,MIT,2018-12-08 08:21:47,2023-12-14 06:23:04,2023-12-12 00:34:36,3334,118.0,5373.0,646.0,2874.0,31.0,3342.0,65842,2023-12-12 00:38:25,0.105.0,100.0,"FastAPI framework, high performance, easy to learn, fast to code, ready for production.",279046.0,279046.0,515.0,https://pypi.org/project/fastapi,27205887.0,27205887.0,46,True,1,,,,
2,ray,ray-project/ray,ray,[],distributed-application,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30,2023-12-14 17:53:17,2023-12-14 17:37:06,20163,998.0,4804.0,466.0,25504.0,3105.0,13023.0,29024,2023-12-01 23:08:01,ray-2.8.1,75.0,Ray is a unified framework for scaling AI and Python applications. Ray consists of a core distributed runtime and a..,12755.0,12755.0,949.0,https://pypi.org/project/ray,2668777.0,2668778.0,44,True,1,143.0,,,
3,SpaCy,explosion/spaCy,spacy,[],nlp,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40,2023-12-13 08:27:45,2023-12-12 09:19:57,16080,65.0,4146.0,557.0,3927.0,74.0,5441.0,27789,2023-10-16 16:11:22,3.7.2,100.0,Industrial-strength Natural Language Processing (NLP) in Python.,76126.0,76126.0,745.0,https://pypi.org/project/spacy,6972038.0,6972038.0,44,True,1,,,,
4,prefect,PrefectHQ/prefect,prefect,[],data-workflows,https://github.com/PrefectHQ/prefect,https://github.com/PrefectHQ/prefect,Apache-2.0,2018-06-29 21:59:26,2023-12-14 17:39:49,2023-12-14 17:39:48,15484,388.0,1355.0,157.0,6519.0,601.0,3741.0,13544,2023-12-08 01:28:24,2.14.10,100.0,"Prefect is a workflow orchestration tool empowering developers to build, observe, and react to data pipelines.",4091.0,4091.0,208.0,https://pypi.org/project/prefect,687473.0,687473.0,43,True,1,,,,
5,jina,jina-ai/jina,jina,[],ai-service-deployment-framework,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44,2023-12-14 15:42:54,2023-12-14 15:31:06,8508,71.0,2143.0,206.0,4151.0,12.0,1910.0,19438,2023-12-14 15:31:33,3.23.2,100.0,Build multimodal AI applications with cloud-native stack.,1368.0,1368.0,176.0,https://pypi.org/project/jina,66834.0,66834.0,40,True,1,,,,
6,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],databases-sql,https://github.com/tiangolo/sqlmodel,https://github.com/tiangolo/sqlmodel,MIT,2021-08-24 14:26:53,2023-12-13 22:47:23,2023-12-10 20:20:18,367,121.0,486.0,154.0,308.0,173.0,153.0,11720,2023-12-04 14:53:29,0.0.14,13.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",8612.0,8612.0,71.0,https://pypi.org/project/sqlmodel,665343.0,665343.0,37,True,1,,,,
7,litestar,litestar-org/litestar,litestar,[],microservice-frameworks,https://github.com/litestar-org/litestar,https://github.com/litestar-org/litestar,MIT,2021-12-06 19:43:06,2023-12-14 15:27:42,2023-12-14 05:33:02,2475,318.0,282.0,32.0,1900.0,97.0,739.0,3601,2023-12-13 19:28:18,2.4.4,100.0,"Production-ready, Light, Flexible and Extensible ASGI API framework | Effortlessly Build Performant APIs.",301.0,301.0,161.0,https://pypi.org/project/litestar,20114.0,20114.0,34,True,3,,,,
8,datamodel-code-generator,koxudaxi/datamodel-code-generator,datamodel-code-generator,[],code-generator,https://github.com/koxudaxi/datamodel-code-generator,https://github.com/koxudaxi/datamodel-code-generator,MIT,2019-05-29 08:01:32,2023-12-14 02:04:54,2023-12-09 04:34:13,1021,120.0,231.0,21.0,1308.0,103.0,328.0,2013,2023-11-26 16:56:40,0.25.1,100.0,"Pydantic model and dataclasses.dataclass generator for easy conversion of JSON, OpenAPI, JSON Schema, and YAML data..",996.0,996.0,103.0,https://pypi.org/project/datamodel-code-generator,632777.0,632777.0,34,True,1,,,,
9,django-ninja,vitalik/django-ninja,django-ninja,[],http-server-integrations,https://github.com/vitalik/django-ninja,https://github.com/vitalik/django-ninja,MIT,2020-05-19 08:48:53,2023-12-13 19:24:05,2023-12-10 12:09:55,1053,111.0,332.0,72.0,269.0,202.0,445.0,5468,2023-12-07 22:13:04,1.1.0,39.0,"Fast, Async-ready, Openapi, type hints based framework for building APIs.",1857.0,1857.0,121.0,https://pypi.org/project/django-ninja,230746.0,230746.0,33,True,1,,,,
10,ZenML,zenml-io/zenml,zenml,[],ai-service-deployment-framework,https://github.com/zenml-io/zenml,https://github.com/zenml-io/zenml,Apache-2.0,2020-11-19 09:25:46,2023-12-14 17:56:25,2023-12-12 16:41:47,6097,203.0,341.0,41.0,1917.0,11.0,204.0,3323,2023-12-12 18:01:19,0.52.0,92.0,"ZenML : Build portable, production-ready MLOps pipelines. https://zenml.io.",275.0,275.0,81.0,https://pypi.org/project/zenml,11708.0,11708.0,33,True,3,1.0,1.0,,
11,DeepPavlov,deeppavlov/DeepPavlov,deeppavlov,[],nlp,https://github.com/deeppavlov/DeepPavlov,https://github.com/deeppavlov/DeepPavlov,Apache-2.0,2017-11-17 14:35:29,2023-12-05 06:40:26,2023-10-17 11:40:34,2699,6.0,1117.0,210.0,1045.0,18.0,613.0,6421,2023-10-17 11:41:15,1.4.0,61.0,An open source library for deep learning end-to-end dialog systems and chatbots.,369.0,369.0,76.0,https://pypi.org/project/deeppavlov,8976.0,8976.0,32,True,3,,,,
12,strawberry,strawberry-graphql/strawberry,strawberry,[],graphql-server-integrations,https://github.com/strawberry-graphql/strawberry,https://github.com/strawberry-graphql/strawberry,MIT,2018-12-21 08:56:55,2023-12-13 19:13:20,2023-12-12 17:14:53,3020,84.0,467.0,45.0,2325.0,356.0,515.0,3560,2023-12-12 17:15:23,0.216.1,100.0,A GraphQL library for Python that leverages type annotations.,2530.0,2530.0,235.0,https://pypi.org/project/strawberry,678.0,753.0,32,True,1,453.0,,https://strawberry.rocks/docs/integrations/pydantic#pydantic-support,
13,pandera,unionai-oss/pandera,pandera,[],data-testing,https://github.com/unionai-oss/pandera,https://github.com/unionai-oss/pandera,MIT,2018-11-01 02:18:34,2023-12-08 21:08:11,2023-12-06 18:43:29,624,36.0,232.0,17.0,603.0,282.0,421.0,2721,2023-12-08 21:11:15,0.18.0,78.0,"A light-weight, flexible, and expressive statistical data testing library.",1204.0,1204.0,110.0,https://pypi.org/project/pandera,1228986.0,1228986.0,32,True,1,,,https://pandera.readthedocs.io/en/stable/pydantic_integration.html,
14,beanie,roman-right/beanie,beanie,[],databases-document,https://github.com/roman-right/beanie,https://github.com/roman-right/beanie,Apache-2.0,2021-02-23 20:11:23,2023-12-09 17:47:14,2023-12-03 22:38:46,455,34.0,171.0,18.0,296.0,50.0,283.0,1585,2023-11-13 03:49:48,1.23.6,100.0,Asynchronous Python ODM for MongoDB.,1756.0,1756.0,68.0,https://pypi.org/project/beanie,149440.0,149440.0,31,True,1,,-1.0,,
