,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,projectrank,show,projectrank_placing,docs_url,trending,updated_github_id
10,DeepPavlov,deeppavlov/DeepPavlov,deeppavlov,[],nlp,https://github.com/deeppavlov/DeepPavlov,https://github.com/deeppavlov/DeepPavlov,Apache-2.0,2017-11-17 14:35:29,2023-08-24 05:53:59,2023-08-17 07:21:00,2693,13.0,1105.0,210.0,1030.0,18.0,611.0,6327,2023-08-17 07:23:20,1.3.0,,7624.0,60.0,An open source library for deep learning end-to-end dialog systems and chatbots.,355.0,355.0,76.0,https://pypi.org/project/deeppavlov,7624.0,32,True,3,,,
11,pandera,unionai-oss/pandera,pandera,[],data-testing,https://github.com/unionai-oss/pandera,https://github.com/unionai-oss/pandera,MIT,2018-11-01 02:18:34,2023-08-23 12:54:16,2023-08-23 12:54:16,584,42.0,207.0,16.0,557.0,236.0,405.0,2513,2023-07-17 15:59:14,0.16.1,,970235.0,72.0,"A light-weight, flexible, and expressive statistical data testing library.",1007.0,1007.0,102.0,https://pypi.org/project/pandera,970235.0,32,True,1,https://pandera.readthedocs.io/en/stable/pydantic_integration.html,,
12,litestar,litestar-org/litestar,litestar,[],microservice-frameworks,https://github.com/litestar-org/litestar,https://github.com/litestar-org/litestar,MIT,2021-12-06 19:43:06,2023-08-24 16:51:09,2023-08-23 18:35:43,2110,301.0,230.0,29.0,1449.0,65.0,567.0,2549,2023-08-21 18:46:59,2.0.1,,6555.0,100.0,"Light, Flexible and Extensible ASGI API framework | Effortlessly Build Performant APIs.",110.0,110.0,130.0,https://pypi.org/project/litestar,6555.0,31,True,3,,,
13,ormar,collerek/ormar,ormar,[],databases-sql,https://github.com/collerek/ormar,https://github.com/collerek/ormar,MIT,2020-08-02 06:34:03,2023-08-24 06:50:49,2023-08-23 02:11:32,1263,49.0,71.0,17.0,690.0,63.0,175.0,1414,2023-06-18 17:05:55,0.12.2,,45620.0,77.0,python async orm with fastapi in mind and pydantic validation.,855.0,855.0,32.0,https://pypi.org/project/ormar,45620.0,31,True,2,,1.0,
14,ZenML,zenml-io/zenml,zenml,[],ai-service-deployment-framework,https://github.com/zenml-io/zenml,https://github.com/zenml-io/zenml,Apache-2.0,2020-11-19 09:25:46,2023-08-24 17:46:05,2023-08-23 07:19:12,5837,154.0,310.0,40.0,1542.0,10.0,189.0,3007,2023-08-15 13:26:58,0.43.0,1.0,8091.0,74.0,"ZenML : Build portable, production-ready MLOps pipelines. https://zenml.io.",150.0,150.0,75.0,https://pypi.org/project/zenml,8091.0,30,True,3,,,
15,beanie,roman-right/beanie,beanie,[],databases-document,https://github.com/roman-right/beanie,https://github.com/roman-right/beanie,Apache-2.0,2021-02-23 20:11:23,2023-08-23 20:58:55,2023-08-21 17:42:56,410,15.0,139.0,15.0,250.0,43.0,245.0,1382,2023-08-03 22:06:19,1.21.0,,103747.0,98.0,Asynchronous Python ODM for MongoDB.,1382.0,1382.0,50.0,https://pypi.org/project/beanie,103747.0,30,True,1,,,
16,OneFuzz,microsoft/onefuzz,onefuzz,[],security-testing,https://github.com/microsoft/onefuzz,https://github.com/microsoft/onefuzz,MIT,2020-07-27 22:23:30,2023-08-24 15:02:59,2023-08-21 18:30:33,2087,166.0,185.0,90.0,2540.0,186.0,701.0,2760,2023-08-18 20:11:48,8.7.0,15184.0,3286.0,100.0,A self-hosted Fuzzing-As-A-Service platform.,11.0,11.0,33.0,https://pypi.org/project/onefuzz,2840.0,29,True,1,,,
17,aws-lambda-powertools-python,awslabs/aws-lambda-powertools-python,aws-lambda-powertools-python,[],aws,https://github.com/aws-powertools/powertools-lambda-python,https://github.com/aws-powertools/powertools-lambda-python,MIT-0,2019-11-15 12:26:12,2023-08-24 13:58:10,2023-08-24 13:56:45,2748,333.0,305.0,58.0,2069.0,69.0,683.0,2280,2023-08-18 17:17:46,2.23.0,15.0,0.0,100.0,A developer toolkit to implement Serverless best practices and increase developer velocity.,1729.0,1729.0,119.0,https://pypi.org/project/aws-lambda-powertools-python,,28,False,1,,,aws-powertools/powertools-lambda-python
18,Robusta,robusta-dev/robusta,robusta,[],monitoring,https://github.com/robusta-dev/robusta,https://github.com/robusta-dev/robusta,MIT,2021-06-20 08:45:36,2023-08-24 15:56:43,2023-08-24 15:56:42,1452,115.0,187.0,27.0,850.0,115.0,90.0,2119,2023-08-24 13:58:56,0.10.22,,28.0,100.0,"Kubernetes observability and automation, with an awesome Prometheus integration.",215.0,215.0,52.0,https://pypi.org/project/robusta,28.0,28,True,1,,,
19,piccolo,piccolo-orm/piccolo,piccolo,[],databases-sql,https://github.com/piccolo-orm/piccolo,https://github.com/piccolo-orm/piccolo,MIT,2018-10-27 20:53:26,2023-08-23 22:04:08,2023-08-22 13:32:35,1710,29.0,74.0,14.0,412.0,89.0,234.0,1086,2023-07-21 14:07:59,0.119.0,,12860.0,100.0,"A fast, user friendly ORM and query builder which supports asyncio.",275.0,275.0,41.0,https://pypi.org/project/piccolo,12860.0,28,True,3,,,
20,elementary,elementary-data/elementary,elementary,[],data-observability,https://github.com/elementary-data/elementary,https://github.com/elementary-data/elementary,Apache-2.0,2021-08-30 08:45:23,2023-08-24 15:40:40,2023-08-24 13:47:25,4133,700.0,105.0,10.0,753.0,118.0,242.0,1352,2023-08-22 10:30:43,0.10.0,,1.0,79.0,Open-source data observability for analytics engineers.,24.0,24.0,54.0,https://pypi.org/project/elementary,1.0,24,True,1,,,
21,geojson-pydantic,developmentseed/geojson-pydantic,geojson-pydantic,[],geojson,https://github.com/developmentseed/geojson-pydantic,https://github.com/developmentseed/geojson-pydantic,MIT,2020-05-21 22:29:07,2023-07-24 09:04:04,2023-07-24 08:58:14,279,35.0,33.0,14.0,77.0,1.0,56.0,159,,,,80244.0,,Pydantic data models for the GeoJSON spec.,267.0,267.0,22.0,https://pypi.org/project/geojson-pydantic,80244.0,24,True,1,,,
22,redisOM,redis/redis-om-python,redis-om-python,[],databases-key-value,https://github.com/redis/redis-om-python,https://github.com/redis/redis-om-python,MIT,2021-08-31 01:10:13,2023-08-21 03:15:10,2023-07-18 14:50:38,549,13.0,80.0,19.0,362.0,106.0,83.0,810,2023-07-18 14:52:05,0.2.1,,,17.0,"Object mapping, and more, for Redis and Python.",613.0,613.0,22.0,https://pypi.org/project/redis-om-python,,22,True,1,,,
23,pydantic-xml,dapper91/pydantic-xml,pydantic-xml,[],xml,https://github.com/dapper91/pydantic-xml,https://github.com/dapper91/pydantic-xml,Unlicense,2022-04-26 19:28:39,2023-08-24 16:34:28,2023-08-24 16:33:27,191,83.0,10.0,4.0,70.0,5.0,29.0,75,2023-08-24 16:37:41,2.1.0,,31066.0,20.0,python xml for humans.,25.0,25.0,6.0,https://pypi.org/project/pydantic-xml,31066.0,22,True,1,,2.0,
24,flask-pydantic,bauerji/flask-pydantic,flask-pydantic,[],http-server-integrations,https://github.com/bauerji/flask-pydantic,https://github.com/bauerji/flask-pydantic,MIT,2020-01-06 17:45:59,2023-08-04 06:43:27,2023-01-02 16:09:46,148,,46.0,5.0,36.0,17.0,22.0,297,,,,100475.0,,flask extension for integration with the awesome pydantic package.,450.0,450.0,12.0,https://pypi.org/project/flask-pydantic,100475.0,21,True,2,,,
25,Opyrator,ml-tooling/opyrator,opyrator,[],ai-service-deployment-framework,https://github.com/ml-tooling/opyrator,https://github.com/ml-tooling/opyrator,MIT,2021-04-06 08:09:06,2023-08-14 22:34:47,2021-05-06 12:10:38,127,,145.0,50.0,46.0,,30.0,2874,2021-05-01 13:59:02,0.0.11,,109.0,2.0,"Turns your machine learning code into microservices with web API, interactive GUI, and more.",46.0,46.0,4.0,https://pypi.org/project/opyrator,109.0,20,True,3,,,
26,odmantic,art049/odmantic,odmantic,[],databases-document,https://github.com/art049/odmantic,https://github.com/art049/odmantic,ISC,2020-05-01 13:59:45,2023-08-13 15:42:39,2023-01-03 19:16:25,478,,74.0,21.0,214.0,48.0,80.0,832,2023-01-03 20:08:22,0.9.2,,13904.0,18.0,Sync and Async ODM (Object Document Mapper) for MongoDB based on python type hints.,,,16.0,https://pypi.org/project/odmantic,13904.0,20,True,3,,,
27,djantic,jordaneremieff/djantic,djantic,[],http-server-integrations,https://github.com/jordaneremieff/djantic,https://github.com/jordaneremieff/djantic,MIT,2020-08-02 12:06:11,2023-02-15 19:53:09,2023-02-13 12:15:42,120,,28.0,7.0,36.0,11.0,27.0,369,2022-04-14 10:14:45,0.7.0,,16791.0,15.0,Pydantic model support for Django.,58.0,58.0,4.0,https://pypi.org/project/djantic,16791.0,20,True,2,,,
28,pythogen,artsmolin/pythogen,pythogen,[],http-client-generators,https://github.com/artsmolin/pythogen,https://github.com/artsmolin/pythogen,MIT,2022-05-23 07:49:27,2023-08-24 16:48:25,2023-08-24 12:14:16,274,113.0,5.0,5.0,40.0,3.0,17.0,45,2023-08-24 16:49:42,0.1.31,,3676.0,66.0,Awesome python HTTP-clients from OpenAPI.,,,12.0,https://pypi.org/project/pythogen,3676.0,18,True,1,,,
29,pydbantic,codemation/pydbantic,pydbantic,[],databases-sql,https://github.com/codemation/pydbantic,https://github.com/codemation/pydbantic,Apache-2.0,2021-09-01 18:02:26,2023-04-15 22:14:37,2023-04-15 22:09:50,159,,11.0,5.0,34.0,4.0,16.0,203,2023-04-15 22:14:37,0.0.41,,749.0,31.0,"A single model for shaping, creating, accessing, storing data within a Database.",12.0,12.0,9.0,https://pypi.org/project/pydbantic,749.0,17,True,3,,,
30,graphene-pydantic,graphql-python/graphene-pydantic,graphene-pydantic,[],graphql-server-integrations,https://github.com/graphql-python/graphene-pydantic,https://github.com/graphql-python/graphene-pydantic,,2019-06-20 00:49:40,2023-07-24 02:06:51,2023-07-24 01:48:16,197,5.0,40.0,8.0,50.0,8.0,30.0,191,2022-01-25 16:40:44,0.2.0,,11337.0,5.0,Integrate GraphQL with your Pydantic models.,,,18.0,https://pypi.org/project/graphene-pydantic,11337.0,17,True,3,,,
31,pydantic-factories,starlite-api/pydantic-factories,pydantic-factories,[],data-generation,https://github.com/litestar-org/pydantic-factories,https://github.com/litestar-org/pydantic-factories,MIT,2023-03-25 12:51:12,2023-04-03 15:10:03,2023-04-03 15:09:07,309,,,2.0,,,,9,2023-04-03 15:10:03,1.17.3,,134458.0,1.0,Simple and powerful mock data generation using pydantic or dataclasses.,423.0,423.0,28.0,https://pypi.org/project/pydantic-factories,134458.0,17,True,1,,,litestar-org/pydantic-factories
32,pydantic-aioredis,andrewthetechie/pydantic-aioredis,pydantic-aioredis,[],databases-key-value,https://github.com/andrewthetechie/pydantic-aioredis,https://github.com/andrewthetechie/pydantic-aioredis,,2021-08-06 19:12:00,2023-08-23 20:50:05,2023-07-12 19:25:07,724,54.0,4.0,1.0,703.0,1.0,25.0,42,2023-03-30 03:30:46,1.2.3,,534.0,26.0,A Declarative ORM for Redis using Pydantic Models and aioredis.,6.0,6.0,6.0,https://pypi.org/project/pydantic-aioredis,534.0,16,True,3,,,
33,patito,kolonialno/patito,patito,[],data-structures,https://github.com/kolonialno/patito,https://github.com/kolonialno/patito,MIT,2022-04-21 08:54:31,2023-07-29 13:51:20,2023-07-29 13:51:20,95,3.0,6.0,26.0,38.0,25.0,4.0,199,2022-12-02 17:38:25,0.4.4,,826.0,20.0,A data modelling layer built on top of polars and pydantic.,5.0,5.0,2.0,https://pypi.org/project/patito,826.0,15,True,1,,,
34,pyngo,yezz123/pyngo,pyngo,[],http-server-integrations,https://github.com/yezz123/pyngo,https://github.com/yezz123/pyngo,MIT,2021-11-25 00:14:05,2023-08-24 11:32:58,2023-08-24 11:32:57,98,13.0,5.0,2.0,71.0,1.0,1.0,58,2023-04-02 19:16:11,1.6.0,,6910.0,7.0,Pydantic model support for Django & Django-Rest-Framework.,8.0,8.0,5.0,https://pypi.org/project/pyngo,6910.0,15,True,3,,,
35,mongox,aminalaee/mongox,mongox,[],databases-document,https://github.com/aminalaee/mongox,https://github.com/aminalaee/mongox,MIT,2021-11-12 09:49:07,2023-03-01 09:00:21,2022-11-09 08:50:55,61,,8.0,6.0,84.0,3.0,13.0,118,2022-11-09 08:51:02,0.1.2,,68.0,6.0,Familiar async Python MongoDB ODM.,5.0,5.0,8.0,https://pypi.org/project/mongox,68.0,12,True,3,,,
36,pydantic-ssm-settings,developmentseed/pydantic-ssm-settings,pydantic-ssm-settings,[],aws,https://github.com/developmentseed/pydantic-ssm-settings,https://github.com/developmentseed/pydantic-ssm-settings,MIT,2021-09-07 20:49:37,2023-08-21 18:04:03,2022-09-26 16:40:54,42,,3.0,3.0,11.0,,2.0,17,2022-09-26 16:39:42,0.2.4,21.0,1248.0,5.0,Replace Pydantics builtin Secret Support with a configuration provider that loads parameters from AWS Systems Manager..,,,4.0,https://pypi.org/project/pydantic-ssm-settings,1247.0,12,True,2,,2.0,
37,aiohttp-pydantic,Maillol/aiohttp-pydantic,aiohttp-pydantic,[],http-server-integrations,https://github.com/Maillol/aiohttp-pydantic,https://github.com/Maillol/aiohttp-pydantic,MIT,2020-10-04 10:32:00,2023-08-24 13:15:40,2022-12-12 06:10:33,81,,15.0,2.0,25.0,9.0,13.0,55,,,,5303.0,,Aiohttp View that validates request body and query sting regarding the annotations declared in the View method.,,,7.0,https://pypi.org/project/aiohttp-pydantic,5303.0,11,True,3,,1.0,
38,pydantic-spark,godatadriven/pydantic-spark,pydantic-spark,[],data-structures,https://github.com/godatadriven/pydantic-spark,https://github.com/godatadriven/pydantic-spark,MIT,2022-02-03 10:43:26,2023-04-14 16:02:34,2022-10-31 11:41:14,22,,3.0,3.0,36.0,2.0,,19,,,,31545.0,,,6.0,6.0,3.0,https://pypi.org/project/pydantic-spark,31545.0,11,False,3,,,
39,sanic-pydantic,nf1s/sanic-pydantic,sanic-pydantic,[],http-server-integrations,https://github.com/nf1s/sanic-pydantic,https://github.com/nf1s/sanic-pydantic,MIT,2020-04-03 08:24:55,2023-02-11 01:45:39,2022-05-12 19:27:29,87,,3.0,,21.0,,5.0,7,2021-10-14 08:22:48,1.2.1,,33.0,3.0,A library for parsing and validating http requests for sanic web-framework using pydantic library.,4.0,4.0,3.0,https://pypi.org/project/sanic-pydantic,33.0,11,True,3,,,
40,pydantic-numpy,cheind/pydantic-numpy,pydantic-numpy,[],data-structures,https://github.com/cheind/pydantic-numpy,https://github.com/cheind/pydantic-numpy,MIT,2022-03-25 04:15:58,2022-12-09 11:37:55,2022-12-09 11:37:52,55,,4.0,3.0,7.0,3.0,2.0,48,,,,7151.0,,Seamlessly integrate numpy arrays into pydantic models.,,,5.0,https://pypi.org/project/pydantic-numpy,7151.0,10,True,3,,,
41,pydantic_schemaorg,lexiq-legal/pydantic_schemaorg,pydantic_schemaorg,[],schemas,https://github.com/lexiq-legal/pydantic_schemaorg,https://github.com/lexiq-legal/pydantic_schemaorg,MIT,2021-11-29 14:51:59,2022-12-12 20:58:08,2022-02-18 19:47:31,62,,4.0,1.0,2.0,7.0,4.0,37,2022-02-18 19:48:32,1.0.6a2,,301.0,14.0,Schema.org classes in pydantic.,,,,https://pypi.org/project/pydantic_schemaorg,301.0,10,True,1,,,
42,xsdata-pydantic,tefra/xsdata-pydantic,xsdata-pydantic,[],xml,https://github.com/tefra/xsdata-pydantic,https://github.com/tefra/xsdata-pydantic,MIT,2021-11-04 11:15:58,2023-08-15 09:06:31,2023-07-25 13:07:22,22,1.0,3.0,3.0,10.0,4.0,7.0,26,2022-10-02 07:20:59,22.10,,1368.0,1.0,Naive XML & JSON Bindings for python pydantic classes!.,,,2.0,https://pypi.org/project/xsdata-pydantic,1368.0,10,True,3,,,
43,pydantic-geojson,gb-libs/pydantic-geojson,pydantic-geojson,[],geojson,https://github.com/gb-libs/pydantic-geojson,https://github.com/gb-libs/pydantic-geojson,MIT,2022-01-18 09:59:26,2023-07-13 21:35:18,2023-07-13 21:34:41,53,4.0,4.0,1.0,15.0,2.0,7.0,11,,,,5553.0,,Pydantic validation for GeoJson.,,,6.0,https://pypi.org/project/pydantic-geojson,5553.0,10,True,3,,,
44,arangodantic,ioxiocom/arangodantic,arangodantic,[],databases-graph,https://github.com/ioxiocom/arangodantic,https://github.com/ioxiocom/arangodantic,BSD-3-Clause,2020-09-29 08:45:54,2022-11-06 13:35:46,2022-08-19 13:21:50,22,,5.0,5.0,17.0,2.0,,12,2022-08-05 10:56:33,0.3.1,,22.0,3.0,,1.0,1.0,3.0,https://pypi.org/project/arangodantic,22.0,9,False,1,,,
45,pydantic-kms-secrets,nplutt/pydantic-kms-secrets,pydantic-kms-secrets,[],aws,https://github.com/nplutt/pydantic-kms-secrets,https://github.com/nplutt/pydantic-kms-secrets,MIT,2020-07-18 03:41:21,2020-08-16 17:36:45,2020-08-16 17:34:46,15,,1.0,1.0,2.0,,,2,2020-08-16 17:36:45,0.3.0,,1441.0,4.0,Utility to decrypt and encrypt secrets using AWS KMS keys that also integrates with pydantic models which allows for..,,,,https://pypi.org/project/pydantic-kms-secrets,1441.0,8,True,2,,,
46,jsonapi-pydantic,impocode/jsonapi-pydantic,jsonapi-pydantic,[],jsonapi,https://github.com/impocode/jsonapi-pydantic,https://github.com/impocode/jsonapi-pydantic,MIT,2022-07-22 14:48:18,2023-08-07 15:24:21,2023-08-04 11:44:59,15,1.0,,1.0,,,,2,2023-08-04 11:53:46,0.2.0,27.0,360.0,7.0,jsonapi-pydantic provides a suite of Pydantic models matching the JSON:API specification.,,,,https://pypi.org/project/jsonapi-pydantic,358.0,8,True,1,,,
47,pydantic-sqs,andrewthetechie/pydantic-sqs,pydantic-sqs,[],aws,https://github.com/andrewthetechie/pydantic-sqs,https://github.com/andrewthetechie/pydantic-sqs,,2022-10-31 23:59:40,2023-08-24 12:58:23,2023-08-18 13:09:09,259,43.0,,2.0,239.0,3.0,,1,2023-02-19 17:12:21,0.2.0,,26.0,2.0,Send and receive Pydantic models with AWS SQS.,,,2.0,https://pypi.org/project/pydantic-sqs,26.0,8,True,2,,,
48,nebula-carina,nebula-contrib/nebula-carina,nebula-carina,[],databases-graph,https://github.com/nebula-contrib/nebula-carina,https://github.com/nebula-contrib/nebula-carina,MIT,2022-06-03 14:45:40,2023-05-03 12:27:56,2023-02-17 08:17:25,111,,5.0,6.0,5.0,5.0,4.0,20,2023-02-20 14:39:56,release-0.3.1,,15.0,6.0,A pydantic based python ORM framework for graph database NebulaGraph 3.,,,2.0,https://pypi.org/project/nebula-carina,15.0,7,True,3,,-1.0,
49,lambdantic,koxudaxi/lambdantic,lambdantic,[],aws,https://github.com/koxudaxi/lambdantic,https://github.com/koxudaxi/lambdantic,MIT,2019-09-08 13:35:27,2020-04-20 16:29:21,2020-04-20 16:27:49,20,,1.0,4.0,7.0,,,15,2020-04-20 16:29:21,0.0.4,,32.0,4.0,Pydantic model and lambda event handler for AWS Lambda.,,,2.0,https://pypi.org/project/lambdantic,32.0,7,True,3,,,
50,aws-appconfig-pydantic,Validus-Risk-Management/aws-appconfig-pydantic,aws-appconfig-pydantic,[],aws,https://github.com/Validus-Risk-Management/aws-appconfig-pydantic,https://github.com/Validus-Risk-Management/aws-appconfig-pydantic,Apache-2.0,2021-09-23 14:21:07,2023-07-24 09:52:27,2023-07-24 09:52:25,28,1.0,1.0,3.0,6.0,,,4,,,,,,AWS AppConfig + Pydantic.,,,4.0,https://pypi.org/project/aws-appconfig-pydantic,,6,True,3,,,
51,neontology,ontolocy/neontology,neontology,[],databases-graph,https://github.com/ontolocy/neontology,https://github.com/ontolocy/neontology,MIT,2022-08-09 14:03:49,2022-11-25 12:36:18,2022-11-25 12:35:37,18,,2.0,2.0,8.0,,,5,,,,120.0,,"Easily ingest data into a Neo4j graph database with Python, pandas and Pydantic.",,,,https://pypi.org/project/neontology,120.0,5,True,3,,,
