,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,projectrank,show,projectrank_placing,trending,docs_url,updated_github_id
0,transformers,huggingface/transformers,transformers,[],transformer,https://github.com/huggingface/transformers,https://github.com/huggingface/transformers,Apache-2.0,2018-10-29 13:56:00,2023-10-12 17:51:51,2023-10-12 16:22:09,14190,777.0,21511.0,1061.0,13437.0,661.0,12344.0,113191,2023-10-03 15:00:52,4.34.0,142.0,18304791.0,100.0,"Transformers: State-of-the-art Machine Learning for Pytorch, TensorFlow, and JAX.",105406.0,105406.0,2187.0,https://pypi.org/project/transformers,18304788.0,50,True,1,,,
1,fastapi,tiangolo/fastapi,fastapi,[],microservice-frameworks,https://github.com/tiangolo/fastapi,https://github.com/tiangolo/fastapi,MIT,2018-12-08 08:21:47,2023-10-12 00:20:04,2023-10-04 22:52:00,3249,212.0,5197.0,638.0,2696.0,29.0,3333.0,63406,2023-09-28 20:02:48,0.103.2,,21671557.0,100.0,"FastAPI framework, high performance, easy to learn, fast to code, ready for production.",245488.0,245488.0,505.0,https://pypi.org/project/fastapi,21671557.0,46,True,1,,,
2,ray,ray-project/ray,ray,[],distributed-application,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30,2023-10-12 17:58:24,2023-10-12 17:58:23,19429,1224.0,4675.0,461.0,24448.0,3107.0,12448.0,28150,2023-10-09 17:47:23,ray-2.7.1,93.0,2287740.0,73.0,Ray is a unified framework for scaling AI and Python applications. Ray consists of a core distributed runtime and a..,11719.0,11719.0,926.0,https://pypi.org/project/ray,2287739.0,44,True,1,,,
3,SpaCy,explosion/spaCy,spacy,[],nlp,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40,2023-10-12 10:13:43,2023-10-12 09:53:33,16056,91.0,4113.0,558.0,3896.0,73.0,5413.0,27302,2023-10-05 06:46:15,3.7.1,,6617585.0,100.0,Industrial-strength Natural Language Processing (NLP) in Python.,71412.0,71412.0,741.0,https://pypi.org/project/spacy,6617585.0,44,True,1,,,
4,prefect,PrefectHQ/prefect,prefect,[],data-workflows,https://github.com/PrefectHQ/prefect,https://github.com/PrefectHQ/prefect,Apache-2.0,2018-06-29 21:59:26,2023-10-12 17:59:12,2023-10-12 17:34:35,15199,373.0,1318.0,156.0,6194.0,543.0,3647.0,13004,2023-10-05 21:19:25,2.13.5,,641349.0,100.0,"Prefect is a workflow orchestration tool empowering developers to build, observe, and react to data pipelines.",3850.0,3850.0,201.0,https://pypi.org/project/prefect,641349.0,43,True,1,1.0,,
5,jina,jina-ai/jina,jina,[],ai-service-deployment-framework,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44,2023-10-11 23:36:42,2023-10-11 21:00:41,8467,88.0,2123.0,206.0,4114.0,13.0,1892.0,19181,2023-10-06 13:54:08,3.22.1,,79457.0,100.0,Build multimodal AI applications with cloud-native stack.,1170.0,1170.0,173.0,https://pypi.org/project/jina,79457.0,40,True,1,,,
6,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],databases-sql,https://github.com/tiangolo/sqlmodel,https://github.com/tiangolo/sqlmodel,MIT,2021-08-24 14:26:53,2023-10-12 07:16:23,2023-08-01 09:19:41,246,10.0,460.0,147.0,255.0,179.0,147.0,10869,2022-08-30 17:56:11,0.0.8,,530742.0,7.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",7654.0,7654.0,53.0,https://pypi.org/project/sqlmodel,530742.0,33,True,1,,,
7,django-ninja,vitalik/django-ninja,django-ninja,[],http-server-integrations,https://github.com/vitalik/django-ninja,https://github.com/vitalik/django-ninja,MIT,2020-05-19 08:48:53,2023-10-11 12:10:21,2023-10-03 12:15:52,949,63.0,300.0,71.0,232.0,173.0,391.0,5060,2023-06-08 15:42:14,0.22.2,,171675.0,35.0,"Fast, Async-ready, Openapi, type hints based framework for building APIs.",1686.0,1686.0,101.0,https://pypi.org/project/django-ninja,171675.0,33,True,1,,,
8,litestar,litestar-org/litestar,litestar,[],microservice-frameworks,https://github.com/litestar-org/litestar,https://github.com/litestar-org/litestar,MIT,2021-12-06 19:43:06,2023-10-12 14:49:32,2023-10-12 14:45:43,2235,285.0,249.0,31.0,1589.0,54.0,642.0,3074,2023-10-12 09:18:38,2.2.0,,11600.0,100.0,"Production-ready, Light, Flexible and Extensible ASGI API framework | Effortlessly Build Performant APIs.",208.0,208.0,141.0,https://pypi.org/project/litestar,11600.0,33,True,3,,,
9,datamodel-code-generator,koxudaxi/datamodel-code-generator,datamodel-code-generator,[],code-generator,https://github.com/koxudaxi/datamodel-code-generator,https://github.com/koxudaxi/datamodel-code-generator,MIT,2019-05-29 08:01:32,2023-10-11 01:15:04,2023-10-08 00:35:02,929,75.0,221.0,20.0,1198.0,106.0,280.0,1868,2023-10-08 01:56:40,0.22.1,,560903.0,100.0,"Pydantic model and dataclasses.dataclass generator for easy conversion of JSON, OpenAPI, JSON Schema, and YAML data..",913.0,913.0,93.0,https://pypi.org/project/datamodel-code-generator,560903.0,33,True,1,,,
