,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,projectrank,show,projectrank_placing,trending,docs_url,updated_github_id
0,transformers,huggingface/transformers,transformers,[],transformer,https://github.com/huggingface/transformers,https://github.com/huggingface/transformers,Apache-2.0,2018-10-29 13:56:00,2023-08-10 18:05:16,2023-08-10 15:13:39,13669,814.0,20757.0,1049.0,12696.0,602.0,11830.0,109932,2023-07-18 20:16:04,4.31.0,142.0,14871324.0,100.0,"Transformers: State-of-the-art Machine Learning for Pytorch, TensorFlow, and JAX.",89869.0,89869.0,2073.0,https://pypi.org/project/transformers,14871321.0,50,True,1,,,
1,fastapi,tiangolo/fastapi,fastapi,[],microservice-frameworks,https://github.com/tiangolo/fastapi,https://github.com/tiangolo/fastapi,MIT,2018-12-08 08:21:47,2023-08-10 15:59:22,2023-08-10 15:59:15,3134,305.0,5007.0,642.0,2523.0,19.0,3322.0,61302,2023-08-04 21:04:28,0.101.0,,19702710.0,100.0,"FastAPI framework, high performance, easy to learn, fast to code, ready for production.",217322.0,217322.0,487.0,https://pypi.org/project/fastapi,19702710.0,46,True,1,,,
2,ray,ray-project/ray,ray,[],distributed-application,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30,2023-08-10 17:57:25,2023-08-10 17:44:53,18548,1261.0,4507.0,458.0,23129.0,2897.0,12015.0,26972,2023-08-03 23:54:39,ray-2.6.2,86.0,2138492.0,70.0,Ray is a unified framework for scaling AI and Python applications. Ray consists of a core distributed runtime and a..,10855.0,10855.0,896.0,https://pypi.org/project/ray,2138491.0,44,True,1,,,
3,SpaCy,explosion/spaCy,spacy,[],nlp,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40,2023-08-10 14:43:10,2023-08-08 13:04:13,15979,71.0,4082.0,549.0,3838.0,71.0,5383.0,26849,2023-08-08 14:45:58,3.6.1,,5862996.0,100.0,Industrial-strength Natural Language Processing (NLP) in Python.,65751.0,65751.0,733.0,https://pypi.org/project/spacy,5862996.0,44,True,1,,,
4,prefect,PrefectHQ/prefect,prefect,[],data-workflows,https://github.com/PrefectHQ/prefect,https://github.com/PrefectHQ/prefect,Apache-2.0,2018-06-29 21:59:26,2023-08-10 13:12:01,2023-08-07 20:43:13,14897,421.0,1263.0,153.0,5835.0,515.0,3490.0,12521,2023-08-03 20:28:47,2.11.3,,691071.0,100.0,"Prefect is a workflow orchestration tool empowering developers to build, observe, and react to data pipelines.",3522.0,3522.0,187.0,https://pypi.org/project/prefect,691071.0,42,True,1,,,
5,jina,jina-ai/jina,jina,[],ai-service-deployment-framework,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44,2023-08-10 16:05:34,2023-08-10 15:49:37,8425,114.0,2103.0,201.0,4080.0,11.0,1877.0,18943,2023-08-10 15:51:36,3.20.1,,323591.0,100.0,"Multimodal AI services & pipelines with cloud-native stack: gRPC, Kubernetes, Docker, OpenTelemetry, Prometheus,..",866.0,866.0,171.0,https://pypi.org/project/jina,323591.0,40,True,1,1.0,,
6,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],databases-sql,https://github.com/tiangolo/sqlmodel,https://github.com/tiangolo/sqlmodel,MIT,2021-08-24 14:26:53,2023-08-10 04:19:06,2023-08-01 09:19:41,246,10.0,439.0,142.0,251.0,178.0,146.0,10400,2022-08-30 17:56:11,0.0.8,,494443.0,7.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",6812.0,6812.0,53.0,https://pypi.org/project/sqlmodel,494443.0,33,True,1,,,
7,django-ninja,vitalik/django-ninja,django-ninja,[],http-server-integrations,https://github.com/vitalik/django-ninja,https://github.com/vitalik/django-ninja,MIT,2020-05-19 08:48:53,2023-08-02 10:08:49,2023-08-02 10:08:49,893,60.0,280.0,69.0,220.0,165.0,364.0,4762,2023-06-08 15:42:14,0.22.2,,149725.0,31.0,"Fast, Async-ready, Openapi, type hints based framework for building APIs.",1529.0,1529.0,95.0,https://pypi.org/project/django-ninja,149725.0,33,True,1,,,
8,strawberry,strawberry-graphql/strawberry,strawberry,[],graphql-server-integrations,https://github.com/strawberry-graphql/strawberry,https://github.com/strawberry-graphql/strawberry,MIT,2018-12-21 08:56:55,2023-08-10 17:19:37,2023-08-10 15:27:40,2914,206.0,429.0,44.0,2149.0,305.0,488.0,3368,2023-08-10 15:28:10,0.203.0,377.0,544.0,100.0,A GraphQL library for Python that leverages type annotations.,2087.0,2087.0,218.0,https://pypi.org/project/strawberry,469.0,33,True,1,,https://strawberry.rocks/docs/integrations/pydantic#pydantic-support,
9,datamodel-code-generator,koxudaxi/datamodel-code-generator,datamodel-code-generator,[],code-generator,https://github.com/koxudaxi/datamodel-code-generator,https://github.com/koxudaxi/datamodel-code-generator,MIT,2019-05-29 08:01:32,2023-08-10 00:16:53,2023-08-09 18:37:46,885,92.0,204.0,22.0,1113.0,78.0,268.0,1762,2023-08-09 18:39:06,0.21.4,,522344.0,100.0,"Pydantic model and dataclasses.dataclass generator for easy conversion of JSON, OpenAPI, JSON Schema, and YAML data..",839.0,839.0,86.0,https://pypi.org/project/datamodel-code-generator,522344.0,33,True,1,,,
10,pandera,unionai-oss/pandera,pandera,[],data-testing,https://github.com/unionai-oss/pandera,https://github.com/unionai-oss/pandera,MIT,2018-11-01 02:18:34,2023-08-10 16:54:36,2023-07-18 14:03:50,574,32.0,203.0,16.0,553.0,224.0,405.0,2493,2023-07-17 15:59:14,0.16.1,,956757.0,72.0,"A light-weight, flexible, and expressive statistical data testing library.",980.0,980.0,102.0,https://pypi.org/project/pandera,956757.0,32,True,1,,https://pandera.readthedocs.io/en/stable/pydantic_integration.html,
11,DeepPavlov,deeppavlov/DeepPavlov,deeppavlov,[],nlp,https://github.com/deeppavlov/DeepPavlov,https://github.com/deeppavlov/DeepPavlov,Apache-2.0,2017-11-17 14:35:29,2023-08-10 10:24:19,2023-06-06 08:57:44,2683,5.0,1105.0,210.0,1028.0,21.0,608.0,6307,2023-06-06 08:59:39,1.2.0,,8031.0,59.0,An open source library for deep learning end-to-end dialog systems and chatbots.,352.0,352.0,74.0,https://pypi.org/project/deeppavlov,8031.0,31,True,3,-1.0,,
12,litestar,litestar-org/litestar,litestar,[],microservice-frameworks,https://github.com/litestar-org/litestar,https://github.com/litestar-org/litestar,MIT,2021-12-06 19:43:06,2023-08-10 16:44:05,2023-08-10 13:49:03,2080,324.0,225.0,29.0,1408.0,56.0,556.0,2473,2023-08-04 16:48:10,1.51.14,,5305.0,100.0,"Light, Flexible and Extensible ASGI API framework | Effortlessly Build Performant APIs.",99.0,99.0,126.0,https://pypi.org/project/litestar,5305.0,31,True,3,,,
13,ZenML,zenml-io/zenml,zenml,[],ai-service-deployment-framework,https://github.com/zenml-io/zenml,https://github.com/zenml-io/zenml,Apache-2.0,2020-11-19 09:25:46,2023-08-10 17:13:26,2023-07-21 15:32:25,5804,162.0,308.0,40.0,1517.0,10.0,186.0,2994,2023-07-21 19:04:56,0.42.1,1.0,6878.0,73.0,"ZenML : Build portable, production-ready MLOps pipelines. https://zenml.io.",126.0,126.0,73.0,https://pypi.org/project/zenml,6878.0,30,True,3,-1.0,,
